#,Title,Company,URL,Location,State,Salary
669,"Principal Scientist, Translational PET Imaging",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---California---South-San-Francisco-Grand-Ave/Principal-Scientist--Translational-PET-Imaging_R378617-1,4 Locations,N/A,N/A
670,"Associate Principal Scientist, Statistical Programmer | Oncology (Hybrid)",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---North-Wales-Upper-Gwynedd/Associate-Principal-Scientist--Statistical-Programmer---Oncology--Hybrid-_R306311-1,2 Locations,N/A,N/A
671,"Senior Quality Associate, Parenteral  (m/w/d)",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/Germany-Alzey/Senior-Scientist--Quality-Assurance_R-83562-2,"Germany, Alzey",N/A,N/A
672,Senior Director - Risk Insights Architect,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Senior-Director---Risk-Insights-Architect_R-97210-1,"US, Indianapolis IN",IN,N/A
673,"Director, Parenteral Sterility Assurance",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Director--Sterility-Assurance_R-64425,4 Locations,N/A,N/A
674,＜研究開発・ﾒﾃﾞｨｶﾙｱﾌｪｱｰｽﾞ統括本部＞Project Statistician/ Principal Statistician /Kobe HQ・Tokyo,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/Japan-Kobe-office/XMLNAME-----------------Project-Statistician--Principal-Statistician--Kobe-HQ-Tokyo_R-98131-22,"Japan, Kobe office",N/A,N/A
675,Associate Director - IWRS Design and Development,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Associate-Director---IWRS-Design-and-Development_R-97934-1,"US, Indianapolis IN",IN,N/A
676,"Director, Analytical Chemistry - Antibody-Drug Conjugates",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Director--Analytical-Chemistry---Antibody-Drug-Conjugates_R-96365-1,"US, Indianapolis IN",IN,N/A
677,Sr Director Process Translation & Execution – Group Leader Lilly Medicine Foundry,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Lebanon-IN/Sr-Director-Process-Translation---Execution---Group-Leader-Lilly-Medicine-Foundry_R-95357-1,2 Locations,N/A,N/A
678,Associate Director - Drug Product External Manufacturing - Technical Services,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN-Corporate-Center/Associate-Director---Drug-Product-External-Manufacturing---Technical-Services_R-96785-1,3 Locations,N/A,N/A
679,Associate Director – TSMS Sterility Assurance,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Pleasant-Prairie-WI/Associate-Director---TSMS-Sterility-Assurance_R-93751-1,"US, Pleasant Prairie WI",WI,N/A
680,Sr. Director - Strategic Alliances (SMDD),Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Sr-Director---Strategic-Alliances--SMDD-_R-93007-1,"US, Indianapolis IN",IN,N/A
681,Advisor/Senior Advisor - Oligonucleotide Chemistry,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Advisor-Senior-Advisor---Oligonucleotide-Chemistry_R-98047,"US, Indianapolis IN",IN,N/A
682,Associate/Senior Analytical Microbiologist,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/Ireland-Limerick/Associate-Senior-Analytical-Microbiologist_R-95913-1,"Ireland, Limerick",N/A,N/A
683,Discovery Lead - Women’s Health & Musculoskeletal Biology,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Boston-MA/Discovery-Lead---Women-s-Health---Musculoskeletal-Biology_R-96470-1,2 Locations,N/A,N/A
684,Director - Biostatistics,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/India-Bengaluru/Director---Biostatistics_R-91132-1,"India, Bengaluru",N/A,N/A
685,"Sr. Director, Global Medical Affairs, Obesity",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Sr-Director--Global-Medical-Affairs--Obesity-NILEX_R-96649-1,"US, Indianapolis IN",IN,N/A
686,Associate Director - Data Standards,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Associate-Director---Data-Standards_R-96997-1,"US, Indianapolis IN",IN,N/A
687,Engineer - HPC Platform,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Engineer---HPC-Platform_R-95809-1,"US, Indianapolis IN",IN,N/A
688,HPC Platform Engineer,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/HPC-Platform-Engineer_R-95581-2,"US, Indianapolis IN",IN,N/A
689,Director - Heart Failure Research,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Director---Heart-Failure-Research_R-95377,"US, Indianapolis IN",IN,N/A
690,Senior Director – Technical Services & Manufacturing Sciences (TSMS) – Technical Agenda,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Senior-Director---Technical-Services---Manufacturing-Sciences--TSMS----Technical-Agenda_R-93023-1,4 Locations,N/A,N/A
691,Sr. Director – Immunology Translational Medicine,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Sr-Director---Immunology-Translational-Medicine_R-91873-1,2 Locations,N/A,N/A
692,<倫理・ｺﾝﾌﾟﾗｲｱﾝｽ本部> E&C/Associate.Director/P4/Kobe,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/Japan-Kobe-office/XMLNAME--------------E-C-AssociateDirector-P4-Kobe_R-88899-16,"Japan, Kobe office",N/A,N/A
693,Advisor - TS/MS Lab - Lebanon API Manufacturing,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Lebanon-IN/TSMS-Lab-Advisor_R-96343-1,"US, Lebanon IN",IN,N/A
694,Associate Director - TS/MS Peptides,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Associate-Director---TS-MS-Peptides_R-96478-1,"US, Indianapolis IN",IN,N/A
695,Sr. Director - Clinical Development,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-San-Diego-CA/Sr-Director---Clinical-Development_R-96815-1,"US, San Diego CA",CA,N/A
696,Sr. Director - Clinical Development,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Sr-Director---Clinical-Development_R-96569-1,"US, Indianapolis IN",IN,N/A
697,Senior Director Global Medical Affairs (Cardiovascular/Cardiometabolic Health),Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Senior-Director-Global-Medical-Affairs--Cardiovascular-Cardiometabolic-Health-_R-94294,"US, Indianapolis IN",IN,N/A
698,"Manager, Regulatory Delivery Excellence, China Regulatory Affairs",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/China-Bei-Jing-/Manager--Regulatory-Delivery-Excellence--China-Regulatory-Affairs_R-97738,"China, Bei Jing-北京",N/A,N/A
699,Senior/ Advisor - Biostatistics,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/India-Bengaluru/Senior-Biostatistician_R-76298,"India, Bengaluru",N/A,N/A
700,Sr. Manager - Associate Director – LRL Research Operations,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/China-Shang-Hai-/Sr-Manager---Associate-Director---LRL-Research-Operations_R-96619,"China, Shang Hai-上海",N/A,N/A
701,Advisor ADC Drug-Linker Synthetic Process Development,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Advisor-ADC-Drug-Linker-Synthetic-Process-Development_R-96226-1,"US, Indianapolis IN",IN,N/A
702,Advisor / Sr. Advisor - Protein Expression,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-San-Diego-CA/Advisor---Sr-Advisor---Protein-Expression_R-98117,"US, San Diego CA",CA,N/A
703,Associate Vice President - Visual Inspection SME - MSAT,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Associate-Vice-President---Technical-Services-Manufacturing-Science---Visual-Inspection_R-95165,"US, Indianapolis IN",IN,N/A
704,Senior Advisor - Statistics,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN-Corporate-Center/Senior-Advisor---Statistics_R-89786,US: Indianapolis IN Corporate Center,IN,N/A
705,"Advisor/Senior Advisor, Analytical Chemistry -Antibody-Drug Conjugates",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Advisor-Senior-Advisor--Analytical-Chemistry--Antibody-Drug-Conjugates_R-96364-1,"US, Indianapolis IN",IN,N/A
706,Advisor/Sr. Advisor - Macrocycles Chemical Biology,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Pasadena-CA/Advisor---Macrocycles-Chemical-Biology_R-86436-1,"US, Pasadena CA",CA,N/A
707,Executive Director - Product Development Statistics,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Executive-Director---Product-Development-Statistics_R-96350,"US, Indianapolis IN",IN,N/A
708,Analytical Chemist - Antibody-Drug Conjugates,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Analytical-Chemist---Antibody-Drug-Conjugates_R-96363-1,"US, Indianapolis IN",IN,N/A
709,Sr. Director (Medical) Oral Therapies,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/Mexico-Mexico-City/Sr-Director--Medical--Oral-Therapies_R-96504-1,"Mexico, Mexico City",N/A,N/A
710,"Senior Research Director, Analytical Chemistry - Synthetic Molecule Design and Development",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Senior-Research-Director--Analytical-Chemistry---Synthetic-Molecule-Design-and-Development_R-87419-1,"US, Indianapolis IN",IN,N/A
711,TS/MS Engineer – Cleaning Validation/Sterilization Validation,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Concord-NC/TS-MS-Engineer---Cleaning-Validation-Sterilization-Validation_R-95462-1,"US, Concord NC",NC,N/A
712,Director - Immunology Research,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-San-Francisco-CA/Director---Immunology-Research_R-94561-1,"US, San Francisco CA",CA,N/A
713,Discovery Toxicology Project Leader,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Discovery-Toxicology-Project-Leader_R-89513-1,"US, Indianapolis IN",IN,N/A
714,Senior/Principal Bioprocess Engineer – TS/MS,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/Ireland-Kinsale/Senior-Principal-Bioprocess-Engineer---TS-MS_R-91614,"Ireland, Kinsale",N/A,N/A
715,＜研究開発・メディカルアフェアーズ統括本部＞ニューロサイエンス領域　クリニカルリサーチサイエンティスト（Clinical research scientist）/神戸本社・東京支社（応相談）,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/Japan-Kobe-office/XMLNAME------Clinical-research-scientist-----_R-95229-42,2 Locations,N/A,N/A
716,Scientific Director/Sr. Director/Executive Director - Process Chemistry - Oligonucleotides,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Scientific-Director-Sr-Director-Executive-Director---Process-Chemistry---Oligonucleotides_R-82739,"US, Indianapolis IN",IN,N/A
717,Scientific Director - Sustainable Peptide Process Chemistry – SMDD,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Scientific-Director---Sustainable-Peptide-Process-Chemistry---SMDD_R-95637-1,"US, Indianapolis IN",IN,N/A
718,Associate Chemist / Biochemist,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Pasadena-CA/Associate-Chemist---Biochemist_R-90440,"US, Pasadena CA",CA,N/A
719,Director - Case Management Medical Review,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Director---Case-Management-Medical-Review_R-96190-1,2 Locations,N/A,N/A
720,Investigative Toxicology and Discovery Toxicology Team Leader,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Investigative-Toxicology-and-Discovery-Toxicology-Team-Leader_R-89494-1,"US, Indianapolis IN",IN,N/A
721,Advisor - Protein Engineering and CAR Design,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-San-Diego-CA/Advisor---Protein-Engineering-and-CAR-Design_R-95574,"US, San Diego CA",CA,N/A
722,"Advisor/Senior Advisor, Purification Development - Bioconjugates",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Advisor-Senior-Advisor--Purification-Development---Bioconjugates_R-94678-1,"US, Indianapolis IN",IN,N/A
723,In Vivo Pharmacologist- Immunology,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-San-Diego-CA/In-Vivo-Pharmacologist--Immunology_R-96087-1,"US, San Diego CA",CA,N/A
724,Scientific Advisor - ADME Project Leadership for Biologics,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Scientific-Advisor---ADME-Project-Leadership-for-Biologics_R-94821,2 Locations,N/A,N/A
725,Director Corporate Reference Standard & Development Stability,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Corporate-Reference-Standard---Development-Stability-Scientist_R-94864-1,"US, Indianapolis IN",IN,N/A
726,ADME Project Leadership for Genetic Medicines,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Boston-MA/ADME-Project-Leadership-for-Genetic-Medicines_R-89988-1,"US, Boston MA",MA,N/A
727,ADME Project Leadership for Genetic Medicines,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Boston-MA/ADME-Project-Leadership-for-Genetic-Medicines_R-89989-1,"US, Boston MA",MA,N/A
728,Sr. Principal Process Scientist - TS/MS Lab - Lebanon API Manufacturing,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Lebanon-IN/TSMS-Lab-Sr-Principal-Process-Scientist_R-96234-1,"US, Lebanon IN",IN,N/A
729,Sr. Principal Analytical Scientist - TS/MS Lab - Lebanon API Manufacturing,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Lebanon-IN/TSMS-Lab-Sr-Principal-Analytical-Scientist_R-96333-1,"US, Lebanon IN",IN,N/A
730,Principal Scientist - TS/MS API External Manufacturing (Peptides/Small Molecule),Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Senior-Principal-Scientist-TSMS--APIEM-TIDES_R-93975,"US, Indianapolis IN",IN,N/A
731,"Principal Scientist, TSMS Contamination Control Strategy - ADN RAMP Team",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Principal-Scientist--TSMS-Contamination-Control-Strategy---ADN-RAMP-Team_R-81593,3 Locations,N/A,N/A
732,Sr. Scientist Technical Services/Manufacturing Science API-EM,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Sr-Scientist-Technical-Services-Manufacturing-Science-API-EM_R-96101-1,"US, Indianapolis IN",IN,N/A
733,Associate/Sr. Associate Manufacturing Scientist - Peptides - Lebanon API,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Lebanon-IN/Associate-Sr-Associate-Manufacturing-Scientist---Peptides---Lebanon-API_R-94633,"US, Lebanon IN",IN,N/A
734,Discovery Lab Automation & Integration Lead,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/China-Shang-Hai-/Discovery-Lab-Automation---Integration-Lead_R-95197-2,"China, Shang Hai-上海",N/A,N/A
735,"Analytical Chemistry Advisor/Senior Advisor, Cell & Gene Therapy Products - Bioproduct Research and Development",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Analytical-Chemistry-Advisor-Senior-Advisor--Cell---Gene-Therapy-Products---Bioproduct-Research-and-Development_R-94677-1,"US, Indianapolis IN",IN,N/A
736,Senior/Principal Scientist - Quality Control Project Manager,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Lebanon-IN/Senior-Principal-Scientist---Quality-Control-Project-Manager_R-98142,"US, Lebanon IN",IN,N/A
737,Sr. Principal Scientist - Sterility Assurance Floor Leader,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Concord-NC/Sr-Principal-Scientist---Sterility-Assurance-Floor-Leader_R-97834,"US, Concord NC",NC,N/A
738,Director / Senior Director Clinical Imaging Research Scientist,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Director---Senior-Director-Clinical-Imaging-Research-Scientist_R-96723-1,2 Locations,N/A,N/A
739,Sr. Principal Scientist - TS/MS Device & Packaging,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Sr-Principal-Scientist---TS-MS_R-87904,"US, Indianapolis IN",IN,N/A
740,API EM TS/MS Mfg. Scientist – Peptides,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/India-Hyderabad/API-EM-TS-MS-Mfg-Scientist---Peptides_R-84186-1,"India, Hyderabad",N/A,N/A
741,Advisor Research Scientist (Purification) - ADN RAMP Team,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/API-Dry-Network--ADN--RAMP-Team-Senior-Research-Scientist---Purification_R-81562,"US, Indianapolis IN",IN,N/A
742,Scientist - Health Physicist/Radiation Safety Professional,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Scientist---Health-Physicist-Radiation-Safety-Professional_R-96359-1,"US, Indianapolis IN",IN,N/A
743,Scientist - TS/MS - Sterility Assurance Technology,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Scientist---TS-MS---Sterility-Assurance-Technology_R-95869,"US, Indianapolis IN",IN,N/A
744,Clinical Research Scientist  - Breast Cancer Franchise,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Clinical-Research-Scientist----Breast-Cancer-Franchise_R-96715-1,3 Locations,N/A,N/A
745,Principal Scientist - Data Foundry Scientific Developer,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Principal-Scientist---Data-Foundry-Scientific-Developer_R-95862,"US, Indianapolis IN",IN,N/A
746,Technical Lead Scientist - Advanced Therapies Manufacturing,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Lebanon-IN/Technical-Lead-Scientist---Advanced-Therapies-Manufacturing_R-92549-1,"US, Lebanon IN",IN,N/A
747,Senior / Principal Scientist - Sterility Assurance,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Concord-NC/Senior---Principal-Scientist---Sterility-Assurance_R-97835,"US, Concord NC",NC,N/A
748,Stage - Data Scientist - H/F,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/France-Neuilly-Sur-Seine/Stage---Data-Scientist---H-F_R-97274,"France, Neuilly Sur Seine",N/A,N/A
749,Principal Scientist - In-vitro Display,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-San-Diego-CA/Principal-Scientist---In-vitro-Display_R-96882,"US, San Diego CA",CA,N/A
750,Discovery Lab Analytical Automation Scientist,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/China-Shang-Hai-/Discovery-Lab-Analytical-Automation-Scientist_R-95199-2,"China, Shang Hai-上海",N/A,N/A
751,TSMS-API Manufacturing Support Scientist,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/India-Hyderabad/TSMS-API-Manufacturing-Support-Scientist_R-93662-1,"India, Hyderabad",N/A,N/A
752,TSMS-API Manufacturing Support Scientist,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/India-Hyderabad/TSMS-API-Manufacturing-Support-Scientist_R-93663-1,"India, Hyderabad",N/A,N/A
753,Scientist - Imaging Research and Development,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Philadelphia-PA/Scientist---Imaging-Research-and-Development_R-92516-1,"US, Philadelphia PA",PA,N/A
754,Imaging Research and Development Scientist,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Philadelphia-PA/Imaging-Research-and-Development-Scientist_R-90348-1,"US, Philadelphia PA",PA,N/A
755,TSMS-API Manufacturing Support Scientist,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/India-Hyderabad/TSMS-API-Manufacturing-Support-Scientist_R-83619-1,"India, Hyderabad",N/A,N/A
756,AI Scientist - Simulation & Forecasting,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/AI-Scientist---Simulation---Forecasting_R-98115,"US, Indianapolis IN",IN,N/A
757,Scientist - TS/MS Parenteral,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Concord-NC/Scientist---TS-MS-Parenteral_R-97716-1,"US, Concord NC",NC,N/A
758,Advisor - Lab Automation Scientist,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-San-Diego-CA/Advisor---Lab-Automation-Scientist_R-96640,"US, San Diego CA",CA,N/A
759,Scientist - Automation Assay Specialist,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Scientist---Automation-Assay-Specialist_R-96136,"US, Indianapolis IN",IN,N/A
760,＜研究開発・メディカルアフェアーズ統括本部＞/Japan Data Sciences - Data Strategist Lead/Scientist/ Senior Scientist / Principal Scientist/ Sr. Principal Scientist/神戸本社・東京支社,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/Japan-Kobe-office/XMLNAME-----Japan-Data-Sciences---Data-Strategist-Lead-Scientist--Senior-Scientist---Principal-Scientist--Sr-Principal-Scientist--_R-64539-56,"Japan, Kobe office",N/A,N/A
761,Scientist - Mass Spectrometry,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Boston-MA/Scientist---Mass-Spectrometry_R-95640-1,"US, Boston MA",MA,N/A
762,Sr. Scientist,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-San-Diego-CA/Sr-Scientist_R-94722,"US, San Diego CA",CA,N/A
763,Machine Learning Scientist/Sr Scientist - Antibody Property Prediction & Generative Design,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Machine-Learning-Scientist-Sr-Scientist---Antibody-Property-Prediction---Generative-Design_R-95294-2,5 Locations,N/A,N/A
764,"Machine Learning Scientist/Sr Scientist, Federated Benchmarking & Validation Engineering",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Machine-Learning-Scientist-Sr-Scientist--Federated-Benchmarking---Validation-Engineering_R-95297-2,5 Locations,N/A,N/A
765,Sr Principal - Analyst; Economic Modelling,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/IE-Global-Business-Solutions---Cork/Sr-Principal---Analyst--Economic-Modelling_R-90519-1,IE: Global Business Solutions - Cork,N/A,N/A
766,＜研究開発・ﾒﾃﾞｨｶﾙｱﾌｪｱｰｽﾞ統括本部＞Health Outcomes/Real World Evidence Scientist／Scientist・Sr. Scientist・Principal Scientist・Sr. Principal Scientist／神戸本社　東京支社,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/Japan-Kobe-office/XMLNAME-----------------Health-Outcomes-Real-World-Evidence-Scientist-Sr-Scientist-Principal-Scientist-Sr-Principal-Scientist-Advisor--_R-85440-36,"Japan, Kobe office",N/A,N/A
767,Scientist/Associate Scientist – Nucleotide/Oligonucleotide Chemistry,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Boston-MA/Scientist--Oligonucleotide-Chemistry_R-93269,"US, Boston MA",MA,N/A
768,Scientist/Sr Scientist - Oligonucleotide Analytics,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Scientist-Sr-Scientist---Oligonucleotide-Analytics_R-95828,"US, Indianapolis IN",IN,N/A
769,Scientist/Sr Scientist - Oligonucleotide Chemistry,Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-Indianapolis-IN/Scientist-Sr-Scientist---Oligonucleotide-Chemistry_R-95713,"US, Indianapolis IN",IN,N/A
770,Clinical Operations and Study Leader,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Tokyo/Clinical-Operations-and-Study-Leader_R2797460-3,Tokyo,N/A,N/A
771,"Senior Clinical Research Director, I&I",Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Senior-Clinical-Research-Director_R2760746-1,2 Locations,N/A,N/A
772,Accelerator Data Science (Paris),Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Paris/Accelerator-Data-Science--Paris-_R2809509,Paris,N/A,N/A
773,"Clinical Lead, Early Clinical and Experimental Therapeutics",Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Clinical-Lead--Early-Clinical-and-Experimental-Therapeutics_R2813083-1,2 Locations,N/A,N/A
774,Vx-Clinical Immunology Lead-Beijing,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Beijing/Vx-Clinical-Immunology-Lead-Beijing_R2825188,Beijing,N/A,N/A
775,Purification Applications Leader,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Framingham-MA/Principal-Scientist_R2820724,"Framingham, MA",MA,N/A
776,"Associate Director, Genomic Medicine Purification Process Development",Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Waltham-MA/Associate-Director--Genomic-Medicine-Purification-Process-Development_R2828134-1,"Waltham, MA",MA,N/A
777,"Development Scientific Director, Neurology (Early Development)",Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Development-Scientific-Director--Neurology--Early-Development-_R2818855-1,"Cambridge, MA",MA,N/A
778,"Senior Director, Medical Affairs Data Analytics and Insights",Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Morristown-NJ/Senior-Director--Medical-Affairs-Data-Analytics-and-Insights-_R2829154,2 Locations,N/A,N/A
779,"R&D - Intrepide China - Senior Principal Scientist I, Project Team Lead - Suzhou",Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Suzhou/R-D---Intrepide-China---Senior-Principal-Scientist-I--Project-Team-Lead---Suzhou_R2830642,Suzhou,N/A,N/A
780,Digital Research Experiment and Assay Product Line Owner,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Digital-Research-Experiment-and-Assay-Product-Line-Owner_R2822922-1,"Cambridge, MA",MA,N/A
