#,Title,Company,URL,Location,State,Salary,Date Posted,Expiration Date
41,Director of Product & Segment Marketing (Evident MIS),Evident Scientific,https://www.indeed.com/viewjob?jk=af35b6ea0e8b9e35,"Needham, MA, US",MA,N/A,2026-01-22,N/A
42,Quality/Regulatory Manager,Analog Devices,https://www.indeed.com/viewjob?jk=b74fbf3a9ecd2852,"Wilmington, MA, US",MA,$9,2026-01-22,N/A
43,"FP&A Director, Global (Evident MIS)",Evident Scientific,https://www.indeed.com/viewjob?jk=d82161cf717a2d8d,"Needham, MA, US",MA,N/A,2026-01-22,N/A
44,"FP&A Analyst, Global (Evident MIS)",Evident Scientific,https://www.indeed.com/viewjob?jk=f4a467d5311e76a4,"Needham, MA, US",MA,N/A,2026-01-22,N/A
45,Global Strategic Account Director,Cytiva,https://www.indeed.com/viewjob?jk=87b445ba8367649b,"Boston, MA, US",MA,"$150,000",2026-01-22,N/A
46,GMP FACILITIES DIRECTOR,ESFM,https://www.indeed.com/viewjob?jk=26283ecf14212ffe,"Wilmington, MA, US",MA,"$90,000",2026-01-22,N/A
47,"Research Scientist/ Senior Research Scientist, Precision Medicine",Aitia,https://www.indeed.com/viewjob?jk=42065918392afec0,"Cambridge, MA, US",MA,N/A,2026-01-22,N/A
48,Outside Sales Representative,Applied Industrial Technologies,https://www.indeed.com/viewjob?jk=547be819dee9e02f,"Boston, MA, US",MA,"$100,000",2026-01-22,N/A
49,"Research Scientist/ Senior Research Scientist, Precision Medicine",Aitia,https://www.indeed.com/viewjob?jk=8112f738f382eae5,"Cambridge, MA, US",MA,N/A,2026-01-22,N/A
50,Bioprocessing Support Technician,Eurofins,https://www.indeed.com/viewjob?jk=65d31c045533a757,"Andover, MA, US",MA,$24,2026-01-22,N/A
51,BIOVIA Sr. Sales Director,BIOVIA,https://www.indeed.com/viewjob?jk=7616c3ae7910552c,"Waltham, MA, US",MA,$300000,2026-01-22,N/A
52,"Counsel, Global Research","Novo Nordisk, Inc.",https://www.indeed.com/viewjob?jk=71369ddebb698ab7,"Lexington, MA, US",MA,"$116,810",2026-01-22,N/A
53,Asset Management - Life Sciences Private Capital Growth Equity Associate- Associate,JPMorganChase,https://www.indeed.com/viewjob?jk=73bde72874d0397b,"Boston, MA, US",MA,N/A,2026-01-22,N/A
54,Commercial Forecasting Associate Director,Lantheus,https://www.indeed.com/viewjob?jk=abc62c665656bf25,"Bedford, MA, US",MA,"$139,000",2026-01-22,2026-02-21
55,Marketing Operations Director,Lantheus,https://www.indeed.com/viewjob?jk=7f98bbb46e025d53,"Bedford, MA, US",MA,"$172,000",2026-01-22,2026-02-21
56,Quality Chamber Technician,"Cold Chain Technologies, LLC.",https://www.indeed.com/viewjob?jk=d8bd6af2c2c8bb5a,"Franklin, MA, US",MA,"$75,000",2026-01-22,N/A
57,"Manager, Quality Systems",STERIS,https://www.indeed.com/viewjob?jk=e997bf0aa9da28ca,"Northborough, MA, US",MA,"$113,900",2026-01-22,N/A
58,"Director Regional Marketing, Americas",Abcam,https://www.indeed.com/viewjob?jk=c614728500500619,"Waltham, MA, US",MA,"$140,000",2026-01-22,N/A
59,Sample Management Associate,Pharmaron,https://www.indeed.com/viewjob?jk=67b0eac88af277a1,"Woburn, MA, US",MA,$24,2026-01-22,N/A
60,Life Sciences: Scientific and Laboratory Informatics Manager - Manager/Sr. Manager,Accenture,https://www.indeed.com/viewjob?jk=11a19d1c069a9164,"Boston, MA, US",MA,"$94,400",2026-01-22,N/A
61,Quality Assurance Engineer,PA Consulting,https://www.indeed.com/viewjob?jk=d436bb304e36dba7,"Boston, MA, US",MA,"$80,000",2026-01-22,N/A
62,Downstream Development Engineer – Pilot Operations,Eurofins,https://www.indeed.com/viewjob?jk=371a5772ec55cd80,"Lexington, MA, US",MA,$30,2026-01-22,N/A
63,Design Engineer V,AGW,https://www.indeed.com/viewjob?jk=5862763f79f9f342,"New York, NY, US",NY,$132,2026-01-22,N/A
64,UX Researcher V,AGW,https://www.indeed.com/viewjob?jk=31f57f648fef5277,"New York, NY, US",NY,N/A,2026-01-22,N/A
65,Outpatient Coder SDS/OBS PRN,Datavant,https://www.indeed.com/viewjob?jk=c2ac70aa071462db,"New York, NY, US",NY,$20,2026-01-22,N/A
66,AQUARIST 1,Merlin Entertainments,https://www.indeed.com/viewjob?jk=2666f105f8f16f96,"East Rutherford, NJ, US",NJ,$22,2026-01-22,N/A
67,Field Service Coordinator,Beckman Coulter Diagnostics,https://www.indeed.com/viewjob?jk=a845bb737a043003,"New York, NY, US",NY,$24,2026-01-22,N/A
68,"Imaging Sales Specialist - NYC, CT",Leica Microsystems,https://www.indeed.com/viewjob?jk=1c88325c18185861,"New York, NY, US",NY,"$85,000",2026-01-22,N/A
69,Senior Informatics Technical Specialist - East Coast - Weekly Overnight Travel,Beckman Coulter Diagnostics,https://www.indeed.com/viewjob?jk=63cafc59d9aa01a4,"New York, NY, US",NY,$36,2026-01-22,N/A
70,OFFICE MANAGER,ESFM,https://www.indeed.com/viewjob?jk=b60278b52dba229e,"New York, NY, US",NY,"$80,000",2026-01-22,N/A
71,USA - Consulting - Risk - Digital Risk - Staff,EY,https://www.indeed.com/viewjob?jk=a41c71cdcc70beaa,"New York, NY, US",NY,"$78,000",2026-01-22,N/A
72,Chart Retrieval Specialist - Brooklyn (NY) HYBRID,Datavant,https://www.indeed.com/viewjob?jk=32a5cc5d9576d0f1,"Brooklyn, NY, US",NY,$19,2026-01-22,N/A
73,"Director, Procurement - Biochemistries",Danaher,https://www.indeed.com/viewjob?jk=ec4ac198aef60710,"New York, NY, US",NY,$1,2026-01-22,N/A
74,"Commercial Marketing Manager, East Coast",Cytiva,https://www.indeed.com/viewjob?jk=2bbb8f78893ac930,"New York, NY, US",NY,"$100,000",2026-01-22,N/A
75,Documentation Solutions Architect - REMOTE,Beckman Coulter Life Sciences,https://www.indeed.com/viewjob?jk=68902ddebba8359e,"New York, NY, US",NY,"$100,000",2026-01-22,N/A
76,"Managing Director, Software Engineering tags.",West Monroe,https://www.indeed.com/viewjob?jk=d3d60d82d683c60d,"New York, NY, US",NY,"$280,000",2026-01-22,N/A
77,Head of Stemline Quality Operations (Executive Director),Menarini,https://www.indeed.com/viewjob?jk=1469ec28293d71bb,"New York, NY, US",NY,"$291,947",2026-01-22,N/A
78,"Project Manager, Pharmaceutical Marketing",Bausch & Lomb,https://www.indeed.com/viewjob?jk=45f876e59fbf8de8,"Bridgewater, NJ, US",NJ,"$75,000",2026-01-22,N/A
79,Commercial Banker - Innovation Economy Portfolio Debt Solutions - Vice President,JPMorganChase,https://www.indeed.com/viewjob?jk=7768709e0e0d4888,"New York, NY, US",NY,N/A,2026-01-22,N/A
80,Staff Software Engineer,Datavant,https://www.indeed.com/viewjob?jk=aff9701a14a5984c,"New York, NY, US",NY,N/A,2026-01-22,N/A
81,Senior Software Engineer,Datavant,https://www.indeed.com/viewjob?jk=4efb51fa598fd439,"New York, NY, US",NY,N/A,2026-01-22,N/A
82,Senior Clinical Project Manager (Remote),Everest Clinical Research,https://www.indeed.com/viewjob?jk=d0bd745d6c7782b0,"Bridgewater, NJ, US",NJ,N/A,2026-01-22,N/A
83,Clinical Trial Associate,Menarini,https://www.indeed.com/viewjob?jk=b2c2d2b7160faf53,"New York, NY, US",NY,"$115,000",2026-01-22,N/A
84,Health Information Specialist I,Datavant,https://www.indeed.com/viewjob?jk=b63162a04d740a20,"Jersey City, NJ, US",NJ,N/A,2026-01-22,N/A
85,"Director of Product Management, Medical Affairs",Salesforce,https://www.indeed.com/viewjob?jk=20fa193e79c75c96,"New York, NY, US",NY,"$216,300",2026-01-22,N/A
86,"Senior Manager, Portfolio - Product Lifecycle Management",Phenomenex & Agela,https://www.indeed.com/viewjob?jk=f5e1b970323985ce,"New York, NY, US",NY,"$125,000",2026-01-22,N/A
87,Life Sciences: Scientific and Laboratory Informatics Manager - Manager/Sr. Manager,Accenture,https://www.indeed.com/viewjob?jk=673587423791e173,"New York, NY, US",NY,"$94,400",2026-01-22,N/A
88,Life Sciences: Scientific and Laboratory Informatics Manager - Manager/Sr. Manager,Accenture,https://www.indeed.com/viewjob?jk=7c995e7774590a9e,"Morristown, NJ, US",NJ,"$94,400",2026-01-22,N/A
89,"Associate Director, R&D Data Science & Digital Health – Hematology/Oncology",Johnson & Johnson,https://www.indeed.com/viewjob?jk=17c1994516d387e2,"Spring House, PA, US",PA,"$137,000",2026-01-22,N/A
90,HPLC Biochemistry Team Lead,Eurofins,https://www.indeed.com/viewjob?jk=644733897d54924d,"Cambridge, MA, US",MA,$34,2026-01-22,N/A
91,Analytical Laboratory Associate II,Eurofins,https://www.indeed.com/viewjob?jk=12e4f01c0cc0bbc4,"Andover, MA, US",MA,$26,2026-01-22,N/A
92,Protein Purification Analytical Scientist,Eurofins,https://www.indeed.com/viewjob?jk=e98b69e21f418af7,"Andover, MA, US",MA,$27,2026-01-22,N/A
93,Flow Cytometry Research Associate,Eurofins,https://www.indeed.com/viewjob?jk=9a90896b01cc921f,"Boston, MA, US",MA,$37,2026-01-22,N/A
94,"Principal Scientist, Omics - R&D Data Science & Digital Health – Neuroscience",Johnson & Johnson,https://www.indeed.com/viewjob?jk=db6754c71b6ee719,"Spring House, PA, US",PA,"$117,000",2026-01-22,N/A
95,Oncology G.A.P Scholar,Johnson & Johnson,https://www.indeed.com/viewjob?jk=0a33e02120b9ff48,"Spring House, PA, US",PA,N/A,2026-01-22,2026-09-01
96,Technical Scientist,Cytiva,https://www.indeed.com/viewjob?jk=189ff8770aae2bc1,"Marlborough, MA, US",MA,"$110,000",2026-01-22,N/A
97,Applications Scientist,Schrödinger,https://www.indeed.com/viewjob?jk=f60814b838999dfa,"Cambridge, MA, US",MA,"$120,000",2026-01-22,N/A
98,ELISA & Cell Culture Scientist,Eurofins,https://www.indeed.com/viewjob?jk=a5d2697994de812e,"Lexington, MA, US",MA,$31,2026-01-22,N/A
99,Bioanalytical Assay Scientist,Eurofins,https://www.indeed.com/viewjob?jk=e89ece64d493dbf6,"Boston, MA, US",MA,$38,2026-01-22,N/A
100,"National Director, Life Sciences",Leica Biosystems,https://www.indeed.com/viewjob?jk=4d7f38c20d56054f,"New York, NY, US",NY,"$200,000",2026-01-22,N/A
101,"(Senior) Manager, Biomarker Operations",BioNTech,https://www.indeed.com/viewjob?jk=9336583a3610539c,"Cambridge, MA, US",MA,"$113,600",2026-01-22,N/A
102,"Senior Manager, Trial Master File",BioNTech,https://www.indeed.com/viewjob?jk=4eeaf202d2ffa252,"Cambridge, MA, US",MA,"$130,800",2026-01-22,N/A
103,Associate Biomedical Engineer,United Therapeutics,https://www.indeed.com/viewjob?jk=80aff025559beb6f,"Medford, MA, US",MA,"$64,000",2026-01-22,N/A
104,"Executive Director, Omnichannel Marketing",BioNTech,https://www.indeed.com/viewjob?jk=f47ca7025e8b9c3c,"Berkeley Heights, NJ, US",NJ,"$221,700",2026-01-22,N/A
105,"Executive Director, Marketing Disease Lead",BioNTech,https://www.indeed.com/viewjob?jk=f95f35a2d52724d1,"Berkeley Heights, NJ, US",NJ,"$221,700",2026-01-22,N/A
106,Mfg. Equipment Maintenance Technician II,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Grand-Island-New-York-USA/Mfg-Equipment-Maintenance-Technician-II_R-01340222,"Grand Island, New York, USA",NY,N/A,2026-01-21,N/A
107,"Associate III, Downstream Manufacturing - 12hr. Rotation Shift (2/2/3)",Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Plainville-Massachusetts-USA/Associate-III--Downstream-Manufacturing---12hr-Rotation-Shift--2-2-3-_R-01333425,"Plainville, Massachusetts, USA",MA,N/A,2026-01-21,N/A
108,Project Manager Pharma,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Bohemia-New-York-USA/Project-Manager_R-01337505,"Bohemia, New York, USA",NY,N/A,2026-01-21,N/A
109,Inventory Management Specialist II,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/New-York-New-York-USA/Inventory-Management-Specialist-II_R-01338759,"New York, New York, USA",NY,N/A,2026-01-21,N/A
110,Upstream Associate II - 12hr. Rotation Shift (Days),Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Plainville-Massachusetts-USA/Upstream-Associate-II---12hr-Rotation-Shift--Days-_R-01339408,"Plainville, Massachusetts, USA",MA,N/A,2026-01-21,N/A
111,"Equipment Operator, Print and Auto Inspection 1st & 2nd Shift",Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Bohemia-New-York-USA/Equipment-Operator--Print-and-Auto-Inspection-1st---3rd-Shift_R-01337319,"Bohemia, New York, USA",NY,N/A,2026-01-21,N/A
112,Facilities Maintenance Technician - 1st shift,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Plainville-Massachusetts-USA/Facilities-Maintenance-Technician---2nd-shift_R-01338936,"Plainville, Massachusetts, USA",MA,N/A,2026-01-21,N/A
113,Regional Site Supervisor,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Remote-Massachusetts-USA/Regional-Site-Supervisor_R-01338750,"Remote, Massachusetts, USA",MA,N/A,2026-01-21,N/A
114,Lead Lab Support Specialist,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Medford-Massachusetts-USA/Lead-Lab-Support-Specialist_R-01338894,"Medford, Massachusetts, USA",MA,N/A,2026-01-21,N/A
115,Sr. Scientist – Cell Based Assay Development,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Cranbury-New-Jersey-USA/Sr-Scientist---Cell-Based-Assay-Development_R-01340517,"Cranbury, New Jersey, USA",NJ,N/A,2026-01-21,N/A
116,Strategy and Intake Associate,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Remote-Pennsylvania-USA/Strategy-and-Intake-Associate_R-01337758-1,"Remote, Pennsylvania, USA",PA,N/A,2026-01-21,N/A
117,Logistics Specialist II,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Breinigsville-Pennsylvania-USA/Logistics-Specialist-II_R-01339097,"Breinigsville, Pennsylvania, USA",PA,N/A,2026-01-21,N/A
118,Distribution Project Manager,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Breinigsville-Pennsylvania-USA/Distribution-Project-Manager_R-01339096-1,"Breinigsville, Pennsylvania, USA",PA,N/A,2026-01-21,N/A
119,Inventory Management Specialist II,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Philadelphia-Pennsylvania-USA/Inventory-Management-Specialist-II_R-01339196-1,"Philadelphia, Pennsylvania, USA",PA,N/A,2026-01-21,N/A
120,Supplier Quality Engineer,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Tewksbury-Massachusetts-USA/Supplier-Quality-Engineer_R-01340121,"Tewksbury, Massachusetts, USA",MA,N/A,2026-01-21,N/A
121,Global Security Operations Center - Intelligence Analyst (3rd Shift),Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Waltham-Massachusetts-USA/Global-Security-Operations-Center---Intelligence-Analyst--3rd-Shift-_R-01338485-1,"Waltham, Massachusetts, USA",MA,N/A,2026-01-21,N/A
122,Financial Analyst III,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Pittsburgh-Pennsylvania-USA/Financial-Analyst-III---Inventory-Accounting-Group--Controllership_R-01333031,"Pittsburgh, Pennsylvania, USA",PA,N/A,2026-01-21,N/A
123,"Senior Principal Scientist, Microbial Process Operations",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Senior-Principal-Scientist--Microbial-Process-Operations_R376093,USA - New Jersey - Rahway,NJ,N/A,2026-01-21,N/A
124,"Senior Scientist, Engineering",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---West-Point/Senior-Scientist--Engineering_R381965-1,USA - Pennsylvania - West Point,PA,N/A,2026-01-21,N/A
125,"Associate Principal Scientist, Engineering- Biologics, Sterile Drug Product Commercialization",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---West-Point/Associate-Principal-Scientist--Engineering--Biologics--Sterile-Drug-Product-Commercialization_R381457-1,USA - Pennsylvania - West Point,PA,N/A,2026-01-21,N/A
126,"Sterile Sr. Specialist, Engineering (Onsite)",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Sterile-Sr-Specialist--Engineering--Onsite-_R380732-1,USA - New Jersey - Rahway,NJ,N/A,2026-01-21,N/A
127,"Principal Scientist, Biologics Analytical R&D",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Principal-Scientist--Biologics-Analytical-R-D_R381548-1,USA - New Jersey - Rahway,NJ,N/A,2026-01-21,N/A
128,"Principal Scientist, Biologics Analytical R&D",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Principal-Scientist--Biologics-Analytical-R-D_R381546,USA - New Jersey - Rahway,NJ,N/A,2026-01-21,N/A
129,Lab Operations Specialist,Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---West-Point/Lab-Operations-Specialist_R381798-1,USA - Pennsylvania - West Point,PA,N/A,2026-01-21,N/A
130,"Dir., Engineering",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---West-Point/Dir--Engineering_R381867-1,USA - Pennsylvania - West Point,PA,N/A,2026-01-21,N/A
131,2026 Future Talent Program – Sustainability Strategy & Engagement Co-op,Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/XMLNAME-2026-Future-Talent-Program---Sustainability-Strategy---Engagement-Co-op_R369589,USA - New Jersey - Rahway,NJ,N/A,2026-01-21,N/A
132,"Scientist, Drug/Device Combo Products",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Scientist--Drug-Device-Combo-Products_R381483-2,USA - New Jersey - Rahway,NJ,N/A,2026-01-21,N/A
133,"Senior Data Scientist, AI/ML, Medical Imaging",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Senior-Data-Scientist--AI-ML--Medical-Imaging_R371994-2,USA - New Jersey - Rahway,NJ,N/A,2026-01-21,N/A
134,"Principal Scientist, Engineering",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---West-Point/Principal-Scientist--Engineering_R374282-1,USA - Pennsylvania - West Point,PA,N/A,2026-01-21,N/A
135,"Associate Director U.S. Marketing, Pulmonologist & IDN Strategy, Respiratory BU",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---North-Wales-Upper-Gwynedd/Associate-Director-US-Marketing--Pulmonologist---IDN-Strategy--Respiratory-BU_R382193,USA - Pennsylvania - North Wales (Upper Gwynedd),PA,N/A,2026-01-21,N/A
