#,Title,Company,URL,Location,State,Salary,Date Posted,Expiration Date
11,Associate Director - Life Sciences Advisory - Medical Affairs/Real World Evidence (RWE),Guidehouse,https://www.indeed.com/viewjob?jk=24aa2468dbc045a6,"Philadelphia, PA, US",PA,"$135,000",2026-01-28,N/A
12,SAP EH&S Functional Expert,Avantor,https://www.indeed.com/viewjob?jk=479f71889b2fffd5,"Radnor, PA, US",PA,"$97,500",2026-01-28,N/A
13,"Lead, Area Health Information Specialist",Datavant,https://www.indeed.com/viewjob?jk=e505aacbc4830c44,"Voorhees, NJ, US",NJ,N/A,2026-01-28,N/A
14,Medical Affairs Consultant,サイネオス・ヘルス,https://www.indeed.com/viewjob?jk=61151b75736bb517,"Philadelphia, PA, US",PA,N/A,2026-01-28,N/A
15,Field Service Technician,"Hydro Service & Supplies, Inc.",https://www.indeed.com/viewjob?jk=ea676cd41c86c619,"Tullytown, PA, US",PA,$28,2026-01-28,N/A
16,"Histotechnician/Histotechnologist (FT, Evenings) - Center City",Thomas Jefferson University & Jefferson Health,https://www.indeed.com/viewjob?jk=a4e0b30e19214a8f,"Philadelphia, PA, US",PA,N/A,2026-01-28,N/A
17,Area Health information specialist II,Datavant,https://www.indeed.com/viewjob?jk=d1dde96cb67ef05e,"Camden, NJ, US",NJ,N/A,2026-01-28,N/A
18,"Learning Business Partner, Medical & Scientific Excellence (Horsham, PA or Titusville, NJ)",Johnson & Johnson,https://www.indeed.com/viewjob?jk=3ec33500e2d346a2,"Horsham, PA, US",PA,"$122,000",2026-01-28,N/A
19,Strategic Marketing Manager - Personal Care,Nouryon,https://www.indeed.com/viewjob?jk=34d4ecd5db8a49a9,"Radnor, PA, US",PA,N/A,2026-01-28,N/A
20,Building Automation Service - Senior Sales Executive,Siemens,https://www.indeed.com/viewjob?jk=f60ab7c880d37f20,"Harleysville, PA, US",PA,"$67,000",2026-01-28,N/A
21,Senior Mechanical Engineer,Nova Biomedical,https://www.indeed.com/viewjob?jk=d389761b18f5d343,"Norwood, MA, US",MA,$130k,2026-01-28,N/A
22,FACILITIES MANAGER,ESFM,https://www.indeed.com/viewjob?jk=fd1ec2fdc888bef5,"Cambridge, MA, US",MA,"$140,000",2026-01-28,N/A
23,Quality Chamber Technician,"Cold Chain Technologies, LLC.",https://www.indeed.com/viewjob?jk=d8bd6af2c2c8bb5a,"Franklin, MA, US",MA,"$75,000",2026-01-28,N/A
24,"Manager, Quality Systems",STERIS,https://www.indeed.com/viewjob?jk=e997bf0aa9da28ca,"Northborough, MA, US",MA,"$113,900",2026-01-28,N/A
25,"Director Regional Marketing, Americas",Abcam,https://www.indeed.com/viewjob?jk=c614728500500619,"Waltham, MA, US",MA,"$140,000",2026-01-28,N/A
26,Sample Management Associate,Pharmaron,https://www.indeed.com/viewjob?jk=67b0eac88af277a1,"Woburn, MA, US",MA,$24,2026-01-28,N/A
27,Quality Assurance Engineer,PA Consulting,https://www.indeed.com/viewjob?jk=d436bb304e36dba7,"Boston, MA, US",MA,"$80,000",2026-01-28,N/A
28,Downstream Development Engineer – Pilot Operations,Eurofins,https://www.indeed.com/viewjob?jk=371a5772ec55cd80,"Lexington, MA, US",MA,$30,2026-01-28,N/A
29,Pilot Plant Process Technician (No Degree Needed),Eurofins,https://www.indeed.com/viewjob?jk=8d92e9f5032b8440,"Andover, MA, US",MA,$24,2026-01-28,N/A
30,Quality Assurance Engineer,PA Consulting,https://www.indeed.com/viewjob?jk=eb503b51850cbcb9,"Boston, MA, US",MA,"$80,000",2026-01-28,N/A
31,Technical Sales Support (Microbiology),Element Materials Technology,https://www.indeed.com/viewjob?jk=f01271174bce1611,"Acton, MA, US",MA,N/A,2026-01-28,N/A
32,Replenishment Associate,Nova Biomedical,https://www.indeed.com/viewjob?jk=929930bb7eced7e7,"Billerica, MA, US",MA,$23,2026-01-28,N/A
33,Business Development Director I - Central Laboratory (New England),Labcorp,https://www.indeed.com/viewjob?jk=664a79573eb1c3ff,"Boston, MA, US",MA,"$85,000",2026-01-28,2026-01-30
34,Lab Equipment Move Management Specialist II,Genesis AEC,https://www.indeed.com/viewjob?jk=5920a6660d1487d7,"Medford, MA, US",MA,"$1,000",2026-01-28,N/A
35,"Senior Network Architect, Infrastructure & Operations",Lantheus,https://www.indeed.com/viewjob?jk=db3734d2bcfdc501,"Bedford, MA, US",MA,"$139,000",2026-01-28,N/A
36,Quality Control Lab Chemist,Nova Biomedical,https://www.indeed.com/viewjob?jk=27b0bf58e5315ab5,"Norwood, MA, US",MA,$75k,2026-01-28,N/A
37,Senior Quality & Compliance Specialist,Genentech,https://www.indeed.com/viewjob?jk=f417308efacb14c1,"Boston, MA, US",MA,"$98,500",2026-01-28,N/A
38,Chart Retrieval Specialist,Datavant,https://www.indeed.com/viewjob?jk=9835df2eeb9d1e23,"Boston, MA, US",MA,$18,2026-01-28,N/A
39,Global Solution Architect - Life Sciences,Schneider Electric,https://www.indeed.com/viewjob?jk=fd1091e2e67d109b,"Andover, MA, US",MA,"$150,000",2026-01-28,N/A
40,Quality Assurance Manager,Carrier,https://www.indeed.com/viewjob?jk=e6ea592f0d7ad7af,"Beverly, MA, US",MA,"$120,000",2026-01-28,N/A
41,Pilot Plant Downstream Engineer,Eurofins,https://www.indeed.com/viewjob?jk=3bf426bca45a1226,"Lexington, MA, US",MA,$30,2026-01-28,N/A
42,Account Manager,ALLEGO,https://www.indeed.com/viewjob?jk=a6ee73139f5646bf,"Waltham, MA, US",MA,"$75,000",2026-01-28,N/A
43,"Senior Program Director, Process Intensification Strategy & Innovation",Cytiva,https://www.indeed.com/viewjob?jk=2c5e770d4ee7f0a2,"Marlborough, MA, US",MA,"$210,000",2026-01-28,N/A
44,Director-Open a New School with Babilou Family US!,Little Sprouts,https://www.indeed.com/viewjob?jk=561d4e531a6a224b,"Cambridge, MA, US",MA,"$85,000",2026-01-28,N/A
45,"Director of Product Management, Medical Affairs",Salesforce,https://www.indeed.com/viewjob?jk=20fa193e79c75c96,"New York, NY, US",NY,"$216,300",2026-01-28,N/A
46,"Senior Manager, Portfolio - Product Lifecycle Management",Phenomenex & Agela,https://www.indeed.com/viewjob?jk=f5e1b970323985ce,"New York, NY, US",NY,"$125,000",2026-01-28,N/A
47,"Senior Consultant - Life Sciences Advisory, Health Segment - Campus 2026",Guidehouse,https://www.indeed.com/viewjob?jk=502270f54910d968,"New York, NY, US",NY,"$98,000",2026-01-28,N/A
48,2026 Summer Intern - Computational Sciences Center of Excellence AI for Drug Discovery,Genentech,https://www.indeed.com/viewjob?jk=b252e4d1e48d573c,"New York, NY, US",NY,$45,2026-01-28,N/A
49,Aseptic CAR-T Manufacturing Operator,Johnson & Johnson,https://www.indeed.com/viewjob?jk=fd4f343be17260f5,"Raritan, NJ, US",NJ,"$49,000",2026-01-28,N/A
50,2026 Summer Intern - Computational Sciences Center of Excellence AI for Drug Discovery,Genentech,https://www.indeed.com/viewjob?jk=f1e39e8e2314b05d,"New York, NY, US",NY,$45,2026-01-28,N/A
51,"Corporate Vice President, Strategy",Wiley,https://www.indeed.com/viewjob?jk=d232303fffcc0226,"Hoboken, NJ, US",NJ,N/A,2026-01-28,N/A
52,"Associate Account Executive - New York, NY - Johnson & Johnson MedTech, Surgery",Johnson & Johnson,https://www.indeed.com/viewjob?jk=97d55c7d5c0c63ba,"New York, NY, US",NY,"$55,000",2026-01-28,N/A
53,Medical Affairs Consultant,サイネオス・ヘルス,https://www.indeed.com/viewjob?jk=a49a2eab0b9ad721,"Bridgewater, NJ, US",NJ,N/A,2026-01-28,N/A
54,Field Applications Specialist - Core Histology,Leica Biosystems,https://www.indeed.com/viewjob?jk=c6e05f96c3142c62,"New York, NY, US",NY,"$85,000",2026-01-28,N/A
55,Senior Manager of Client Engagement & Project Management,Pharmaron,https://www.indeed.com/viewjob?jk=ac9be891665adad9,"Township of Franklin, NJ, US",NJ,$130k,2026-01-28,N/A
56,"Associate Manager, Sales",Salesforce,https://www.indeed.com/viewjob?jk=a9d97273f991cee7,"New York, NY, US",NY,"$114,660",2026-01-28,N/A
57,Senior Local Trial Manager,Johnson & Johnson,https://www.indeed.com/viewjob?jk=d649f2a2d5e9ecf2,"Raritan, NJ, US",NJ,"$92,000",2026-01-28,2026-01-30
58,"Manager, Master Data Management & Integration - USA Remote",Danaher Diagnostics,https://www.indeed.com/viewjob?jk=59a0a2e1ebf1d9d9,"New York, NY, US",NY,"$140,000",2026-01-28,N/A
59,"Manager, Benefits Strategy & Global Projects - REMOTE",Danaher,https://www.indeed.com/viewjob?jk=7f82482ebd10878c,"New York, NY, US",NY,"$140,000",2026-01-28,N/A
60,Sr. Analyst- Government Technical Writing,SIA,https://www.indeed.com/viewjob?jk=5d3b89b603bf866b,"New York, NY, US",NY,"$77,000",2026-01-28,N/A
61,Health Information Specialist I,Datavant,https://www.indeed.com/viewjob?jk=7229bf8a416f8b5e,"New Providence, NJ, US",NJ,N/A,2026-01-28,N/A
62,Senior Delivery Consultant- Performance Partnership,Danaher Diagnostics,https://www.indeed.com/viewjob?jk=32c6dc5516b5d204,"New York, NY, US",NY,"$150,000",2026-01-28,N/A
63,Plant Manager,"AGL Welding Supply Co., Inc.",https://www.indeed.com/viewjob?jk=4e2859bbc3b93c64,"Clifton, NJ, US",NJ,"$80,000",2026-01-28,N/A
64,"Lead, Area Health Information Specialist",Datavant,https://www.indeed.com/viewjob?jk=fb1ddc5d3d4bd99c,"Englewood, NJ, US",NJ,N/A,2026-01-28,N/A
65,"Chief IP Counsel, Leica Biosystems",Leica Biosystems,https://www.indeed.com/viewjob?jk=64c71331be2b5e67,"New York, NY, US",NY,"$220,000",2026-01-28,N/A
66,"Senior Specialist, Source-to-Contract, NA",Johnson & Johnson,https://www.indeed.com/viewjob?jk=1b245f80e21903a8,"New Brunswick, NJ, US",NJ,"$94,000",2026-01-28,N/A
67,"Director, Commercial Excellence",Radiometer,https://www.indeed.com/viewjob?jk=2dad8c85fcd28c72,"New York, NY, US",NY,"$180,000",2026-01-28,N/A
68,"Director, Marketing (REMOTE - USA)",Radiometer,https://www.indeed.com/viewjob?jk=282b7ed05e89795b,"New York, NY, US",NY,"$180,000",2026-01-28,N/A
69,Quality Excellence Manager,Cytiva,https://www.indeed.com/viewjob?jk=84f3ea324b96b02f,"Hauppauge, NY, US",NY,"$120,000",2026-01-28,N/A
70,EAP Dedicated Management Consultant (Remote),Spring Health,https://www.indeed.com/viewjob?jk=9d95ea2eecbf744a,"New York, NY, US",NY,$3,2026-01-28,N/A
71,"Customer Success Manager, Senior Manager - Healthcare & Life Sciences (Multiple Levels)",Salesforce,https://www.indeed.com/viewjob?jk=40d5b73880a4977b,"New York, NY, US",NY,"$135,400",2026-01-28,N/A
72,Strategic Marketing Manager - Personal Care,Nouryon,https://www.indeed.com/viewjob?jk=c2cf5830294df634,"Bridgewater, NJ, US",NJ,N/A,2026-01-28,N/A
73,"Manager, Data Science",Teva Pharmaceuticals,https://www.indeed.com/viewjob?jk=a2307e9fe8376206,"Parsippany-Troy Hills, NJ, US",NJ,"$124,800",2026-01-28,N/A
74,Global Strategic Account (GSA) Program Director,Pall,https://www.indeed.com/viewjob?jk=57ba91fd7364de2a,"Port Washington, NY, US",NY,"$140,000",2026-01-28,N/A
75,"Manager, Clinical Site Operations",Leica Biosystems,https://www.indeed.com/viewjob?jk=3d9a59a017f20e5d,"New York, NY, US",NY,"$145,000",2026-01-28,N/A
76,Senior Data Analyst - Performance Partnership - USA Remote,Danaher Diagnostics,https://www.indeed.com/viewjob?jk=aedc319cd1bce733,"New York, NY, US",NY,"$110,000",2026-01-28,N/A
77,CDQI Nurse Specialist,Datavant,https://www.indeed.com/viewjob?jk=127680b31110d16f,"New York, NY, US",NY,N/A,2026-01-28,N/A
78,Investigator - Lentiviral Vector,Johnson & Johnson,https://www.indeed.com/viewjob?jk=535a9607c17c9121,"Raritan, NJ, US",NJ,"$65,000",2026-01-28,N/A
79,"Manager, Field Operations",AbbVie,https://www.indeed.com/viewjob?jk=47aef60786cb849b,"Florham Park, NJ, US",NJ,N/A,2026-01-28,N/A
80,HPLC Analyst,Eurofins,https://www.indeed.com/viewjob?jk=63e2625237e0c46f,"Cambridge, MA, US",MA,$34,2026-01-28,N/A
81,HPLC Associate – Team Lead,Eurofins,https://www.indeed.com/viewjob?jk=1407060bcd049659,"Cambridge, MA, US",MA,$34,2026-01-28,N/A
82,HPLC Chemist,Eurofins,https://www.indeed.com/viewjob?jk=c42999274c69fce2,"Andover, MA, US",MA,$26,2026-01-28,N/A
83,Bioreactor Process Development Scientist,Eurofins,https://www.indeed.com/viewjob?jk=7bc537400ca57959,"Boston, MA, US",MA,$38,2026-01-28,N/A
84,"Principal Scientist, Cell Therapy Process Development",Johnson & Johnson,https://www.indeed.com/viewjob?jk=d65d78f30d25f698,"Spring House, PA, US",PA,N/A,2026-01-28,N/A
85,Post Doc AI-powered Omics Analytics,Johnson & Johnson,https://www.indeed.com/viewjob?jk=07b94135631fc098,"Spring House, PA, US",PA,"$79,000",2026-01-28,N/A
86,"Senior Scientist, Protein Design",Johnson & Johnson,https://www.indeed.com/viewjob?jk=3d9d4dc556534335,"Spring House, PA, US",PA,"$109,000",2026-01-28,N/A
87,Associate Director,AstraZeneca,https://www.indeed.com/viewjob?jk=0a7163f1a4977dac,"Waltham, MA, US",MA,"$134,892",2026-01-28,N/A
88,"Distinguished Scientist/Director, Cell Therapy",Johnson & Johnson,https://www.indeed.com/viewjob?jk=ca92917d6fdc671e,"Cambridge, MA, US",MA,"$164,000",2026-01-28,N/A
89,Associate Biomedical Engineer,United Therapeutics,https://www.indeed.com/viewjob?jk=80aff025559beb6f,"Medford, MA, US",MA,"$64,000",2026-01-28,N/A
90,"Scientist, Renal Cell Biology & Physiology (iPSC Differentiation/Reprogramming)",United Therapeutics,https://www.indeed.com/viewjob?jk=cfe6eb5b73f00feb,"Medford, MA, US",MA,"$111,000",2026-01-28,N/A
91,"Scientist, Renal Cell Biology & Physiology (Epithelial and Endothelial Cell Biologist)",United Therapeutics,https://www.indeed.com/viewjob?jk=d3fa09a265f68f13,"Medford, MA, US",MA,"$111,000",2026-01-28,N/A
92,"Executive Director, Omnichannel Marketing",BioNTech,https://www.indeed.com/viewjob?jk=f47ca7025e8b9c3c,"Berkeley Heights, NJ, US",NJ,"$221,700",2026-01-28,N/A
93,"Executive Director, Marketing Disease Lead",BioNTech,https://www.indeed.com/viewjob?jk=f95f35a2d52724d1,"Berkeley Heights, NJ, US",NJ,"$221,700",2026-01-28,N/A
94,"Director, Global Product Strategy",BioNTech,https://www.indeed.com/viewjob?jk=ec7abec82bff175d,"Berkeley Heights, NJ, US",NJ,"$168,100",2026-01-28,N/A
95,Research Scientist I,Sarepta Therapeutics,https://www.indeed.com/viewjob?jk=e629e16168db47cd,"New York, NY, US",NY,"$103,200",2026-01-28,N/A
96,Co-Ad Non-Teaching - Vershon Lab,Rutgers University,https://www.indeed.com/viewjob?jk=837fbe874a23a082,"Piscataway, NJ, US",NJ,N/A,2026-01-28,2026-02-05
97,Program Manager I,Broad Institute,https://www.indeed.com/viewjob?jk=c69bf0e85afa78ed,"Cambridge, MA, US",MA,"$83,000",2026-01-27,N/A
98,"Director, Head of Computational Design",GSK,https://www.indeed.com/viewjob?jk=7b02d1acccd84fef,"Cambridge, MA, US",MA,"$178,200",2026-01-27,N/A
99,"Director, Head of Research Data Integration & Analytics",GSK,https://www.indeed.com/viewjob?jk=42a4519f8a5f3a6e,"Cambridge, MA, US",MA,"$178,200",2026-01-27,N/A
100,2026 Summer Intern - Applied Viral Sciences Team,Genentech,https://www.indeed.com/viewjob?jk=d83717068457d34d,"Philadelphia, PA, US",PA,$23,2026-01-27,N/A
101,"Director, Head of Research Data Integration & Analytics",GSK,https://www.indeed.com/viewjob?jk=918b344ee0314269,"Collegeville, PA, US",PA,"$178,200",2026-01-27,N/A
102,"Director, Head of Computational Design",GSK,https://www.indeed.com/viewjob?jk=6859628204a73d80,"Collegeville, PA, US",PA,"$178,200",2026-01-27,N/A
103,Epic Analyst -Research Inc. Base Genomics,Westchester Medical Center Health Network,https://www.indeed.com/viewjob?jk=2a0bee1aee4e810e,"Valhalla, NY, US",NY,"$90,979",2026-01-27,N/A
104,Postdoctoral Associate - Proteomics,Broad Institute,https://www.indeed.com/viewjob?jk=0dbed8dfe51ae8da,"Cambridge, MA, US",MA,"$70,000",2026-01-27,N/A
105,Life Sciences Labs Digital Transformation/Informatics Consultant,Accenture,https://www.indeed.com/viewjob?jk=46f9a5e06192bc6c,"Morristown, NJ, US",NJ,"$70,350",2026-01-27,N/A
106,Life Sciences Labs Digital Transformation/Informatics Consultant,Accenture,https://www.indeed.com/viewjob?jk=28c7230578d25234,"New York, NY, US",NY,"$70,350",2026-01-27,N/A
107,Life Sciences Labs Digital Transformation/Informatics Consultant,Accenture,https://www.indeed.com/viewjob?jk=1644e3d92db3ecbd,"Boston, MA, US",MA,"$70,350",2026-01-27,N/A
108,Life Sciences Labs Digital Transformation/Informatics Consultant,Accenture,https://www.indeed.com/viewjob?jk=59907a2a0600dd9e,"Philadelphia, PA, US",PA,"$70,350",2026-01-27,N/A
109,"Senior Product Manager, Governance Engineering",GSK,https://www.indeed.com/viewjob?jk=ad7b54b95095b69b,"Cambridge, MA, US",MA,"$147,675",2026-01-26,N/A
110,Postdoctoral Associate,The Research Foundation for The State University of New York at Stony Brook,https://www.indeed.com/viewjob?jk=3bd126bd999f30cd,"Stony Brook, NY, US",NY,"$56,000",2026-01-26,2026-02-08
111,"Medical Director, Clinical Development, Advanced Pipeline Unit (APU), Hepatology",GSK,https://www.indeed.com/viewjob?jk=ae6b8b944600d6f9,"Boston, MA, US",MA,"$222,750",2026-01-26,N/A
112,"Director, Translational Lead Respiratory",GSK,https://www.indeed.com/viewjob?jk=246ed2710c679b8c,"Waltham, MA, US",MA,"$189,750",2026-01-26,N/A
113,"Medical Director, Clinical Development, Advanced Pipeline Unit (APU), Hepatology",GSK,https://www.indeed.com/viewjob?jk=e3df2a05e04a76c6,"Collegeville, PA, US",PA,"$222,750",2026-01-26,N/A
114,"Director, Translational Lead Respiratory",GSK,https://www.indeed.com/viewjob?jk=3dbbbd956ac0a620,"Collegeville, PA, US",PA,"$189,750",2026-01-26,N/A
115,Clinical Lab Tech - Core Lab Evening Shift,Stony Brook University Medical Center,https://www.indeed.com/viewjob?jk=6812205b6c3dd5c4,"Stony Brook, NY, US",NY,"$89,142",2026-01-26,N/A
116,Clinical Laboratory Technologist/Technician -Histology,Stony Brook University Medical Center,https://www.indeed.com/viewjob?jk=596b4e0518d7fb52,"Stony Brook, NY, US",NY,"$108,569",2026-01-26,N/A
117,Program Coordinator 1,Rutgers University,https://www.indeed.com/viewjob?jk=00aef62f0fed0346,"New Brunswick, NJ, US",NJ,N/A,2026-01-26,N/A
118,"Director, US Regional Regulatory Lead",SERVIER,https://www.indeed.com/viewjob?jk=1207673cc9b6ed93,"Boston, MA, US",MA,"$198,000 – $240,000",2026-01-26,N/A
119,Field Reimbursement Manager (FRM) - Pennsylvania Ecosystem,Genentech,https://www.indeed.com/viewjob?jk=f6cc612c43d3b3c3,"Philadelphia, PA, US",PA,"$153,800",2026-01-26,N/A
120,Dental Assistant II,Rutgers University,https://www.indeed.com/viewjob?jk=440a19882b688f93,"Newark, NJ, US",NJ,N/A,2026-01-26,N/A
121,Telecommunications Analyst III,Rutgers University,https://www.indeed.com/viewjob?jk=744a0e5b528d12d0,"Piscataway, NJ, US",NJ,N/A,2026-01-26,N/A
122,Work Assistant (Medical Interpreter) - Per Diem,Rutgers University,https://www.indeed.com/viewjob?jk=7dc68f2c015cad0c,"Plainfield, NJ, US",NJ,$15,2026-01-26,N/A
123,SAP Solution Architect Manager,Accenture,https://www.indeed.com/viewjob?jk=210df17a89f5f725,"New York, NY, US",NY,"$94,400",2026-01-24,N/A
124,SAP Solution Architect Manager,Accenture,https://www.indeed.com/viewjob?jk=7acf32a5d1f1ad35,"Morristown, NJ, US",NJ,"$94,400",2026-01-24,N/A
125,SAP Solution Architect Manager,Accenture,https://www.indeed.com/viewjob?jk=302334408205d083,"Boston, MA, US",MA,"$94,400",2026-01-24,N/A
126,SAP Solution Architect Manager,Accenture,https://www.indeed.com/viewjob?jk=7f664fc0aa0b7f96,"Philadelphia, PA, US",PA,"$94,400",2026-01-24,N/A
127,Postdoctoral Associate (Chen Lab),New York University,https://www.indeed.com/viewjob?jk=12ed9bbd4e8d2667,"New York, NY, US",NY,"$62,500",2026-01-23,N/A
128,Postdoctoral Associate / Senior Postdoctoral Associate,The Research Foundation for The State University of New York at Stony Brook,https://www.indeed.com/viewjob?jk=816f92c249f3786f,"Stony Brook, NY, US",NY,"$50,000",2026-01-23,2026-02-02
129,Post Doctoral Associate- Gliniak Lab,Rutgers University,https://www.indeed.com/viewjob?jk=7ecb2e8e18fe373c,"NJ, US",NJ,"$63,968",2026-01-23,N/A
130,Director - Sales & Business Development,Object Technology Solutions Inc,https://www.indeed.com/viewjob?jk=ca5e6ed7d6d7dac5,"New York, NY, US",NY,"$120,000",2026-01-23,N/A
131,Research Pipeline Project Director,GSK,https://www.indeed.com/viewjob?jk=f749d5410ce35b76,"Collegeville, PA, US",PA,N/A,2026-01-22,N/A
132,Post-Doc Shumytsky Lab,Rutgers University,https://www.indeed.com/viewjob?jk=4c0c1a6303346e74,"Piscataway, NJ, US",NJ,"$63,968",2026-01-22,N/A
133,Research Support Specialist,The Research Foundation for The State University of New York at Stony Brook,https://www.indeed.com/viewjob?jk=8df46e011554cc86,"Stony Brook, NY, US",NY,"$38,000",2026-01-22,2026-02-05
134,"Senior Medical Director, Clinical Development, Advanced Pipeline Unit (APU), Hepatology",GSK,https://www.indeed.com/viewjob?jk=2cc69439306dae1f,"Waltham, MA, US",MA,"$284,625",2026-01-22,N/A
135,"Senior Medical Director, Clinical Development, Advanced Pipeline Unit (APU), Hepatology",GSK,https://www.indeed.com/viewjob?jk=ac3024226516813b,"Collegeville, PA, US",PA,"$284,625",2026-01-22,N/A
136,Part Time Teaching - Summer 2026,Rutgers University,https://www.indeed.com/viewjob?jk=cb469520a25b428a,"Piscataway, NJ, US",NJ,"$2,777",2026-01-22,N/A
137,Calibration Technician I,Getinge,https://www.indeed.com/viewjob?jk=a6b0903310f4d838,"Wayne, NJ, US",NJ,$32,2026-01-22,N/A
138,Sr. Service Technician,Getinge,https://www.indeed.com/viewjob?jk=04e4007bf84f7c80,"Wayne, NJ, US",NJ,$36,2026-01-22,N/A
139,Clinical Laboratory Technologist - Microbiology Lab,Stony Brook University Medical Center,https://www.indeed.com/viewjob?jk=add29acc894d67e8,"Stony Brook, NY, US",NY,"$89,142",2026-01-22,N/A
140,Clinical Laboratory Technologist - Core Lab - Per Diem,Stony Brook University Medical Center,https://www.indeed.com/viewjob?jk=8b755961c70e29eb,"Stony Brook, NY, US",NY,$68,2026-01-22,N/A
141,Events Manager,Harvard University,https://www.indeed.com/viewjob?jk=2619e5e495913337,"Boston, MA, US",MA,N/A,2026-01-22,N/A
142,Global Marketing Director - Respiratory,GSK,https://www.indeed.com/viewjob?jk=e7d803d631a4d353,"Philadelphia, PA, US",PA,N/A,2026-01-22,N/A
143,2026 Summer Intern - High Throughput Automation Technologies,Genentech,https://www.indeed.com/viewjob?jk=9e966a615dea41dc,"Philadelphia, PA, US",PA,$45,2026-01-22,N/A
144,Curriculum Developer/Designer (Part-Time) - 2026,Rutgers University,https://www.indeed.com/viewjob?jk=909440b445a1dcea,"Piscataway, NJ, US",NJ,$500,2026-01-21,N/A
145,"Manufacturing Assembler I, Cardiac Assist - Defined Term",Getinge,https://www.indeed.com/viewjob?jk=c050dfec3f20be77,"Wayne, NJ, US",NJ,$18,2026-01-21,N/A
146,"Senior Manager, Labelling Strategy and Development",GSK,https://www.indeed.com/viewjob?jk=0c765ed05761fe28,"Collegeville, PA, US",PA,N/A,2026-01-21,N/A
147,"Senior Manager, Scientific Affairs",West Pharmaceutical Services,https://www.indeed.com/viewjob?jk=b568ffa4933f6abc,"Exton, PA, US",PA,N/A,2026-01-21,N/A
148,Production Grinder,ATS Automation Tooling Systems Inc.,https://www.indeed.com/viewjob?jk=031553cc7716dc18,"Vineland, NJ, US",NJ,$2,2026-01-21,N/A
149,Principal Scientist (Renal Disease),GSK,https://www.indeed.com/viewjob?jk=64b583bec839b0d2,"Collegeville, PA, US",PA,N/A,2026-01-21,N/A
150,"Co-op, Computational Biology",Biogen,https://www.indeed.com/viewjob?jk=ae20d06083610587,"Cambridge, MA, US",MA,$29,2026-01-20,N/A
151,"Co-op, Global Trade Compliance",Biogen,https://www.indeed.com/viewjob?jk=e3a6513aae3eee2b,"Cambridge, MA, US",MA,$29,2026-01-20,N/A
152,"Intern, Medical Research",Biogen,https://www.indeed.com/viewjob?jk=eb18ef5283ed038f,"Cambridge, MA, US",MA,$23,2026-01-20,N/A
153,"Senior Account Director, Educational Strategy",Knowfully Learning Group,https://www.indeed.com/viewjob?jk=5de9fa124a7f6f99,"Radnor, PA, US",PA,"$95,000",2026-01-20,N/A
154,Sr. Product Manager (CA or CP),Getinge,https://www.indeed.com/viewjob?jk=5d836242eef60f93,"Wayne, NJ, US",NJ,"$175,000",2026-01-13,N/A
155,Global Market Research Associate - VIE Contract,Sanofi,https://www.indeed.com/viewjob?jk=8a35b528ac3111d5,"Cambridge, MA, US",MA,N/A,2026-01-06,N/A
156,Sr. Manager Quality Audit and Compliance,ACADIA Pharmaceuticals,https://www.indeed.com/viewjob?jk=b523db99721e121c,"Princeton, NJ, US",NJ,N/A,2026-01-01,N/A
157,"Associate Director, GLP/GCP Quality Audits and Compliance",ACADIA Pharmaceuticals,https://www.indeed.com/viewjob?jk=38da4ec29d599c09,"Princeton, NJ, US",NJ,N/A,2026-01-01,N/A
