#,Title,Company,URL,Location,State,Salary
146,"Distinguished Scientist, Translational Safety",Johnson & Johnson,https://www.indeed.com/viewjob?jk=3ac3fe7d0b9eba76,"Spring House, PA, US",PA,","
147,Research Postdoctoral Fellow - Grant & Sengupta Labs,Children's Hospital of Philadelphia,https://www.indeed.com/viewjob?jk=22ef785c4f3217b9,"Philadelphia, PA, US",PA,"20,000"
148,"Sr. Principal Scientist, Neurodegeneration",GSK,https://www.indeed.com/viewjob?jk=86b179830ef7c240,"Collegeville, PA, US",PA,13
149,R&D Novel CAR Intern/Co-Op,Legend Biotech,https://www.indeed.com/viewjob?jk=61a59adbbbeb521f,"Philadelphia, PA, US",PA,","
150,"Sr. Principal Scientist, Neurodegeneration",GSK,https://www.indeed.com/viewjob?jk=df8e04290777682c,"Upper Providence, PA, US",PA,","
151,Research Specialist A/B,University of Pennsylvania,https://www.indeed.com/viewjob?jk=1180a0b328513da4,"Philadelphia, PA, US",PA,","
152,Bioinformatics Software Engineer III,Memorial Sloan Kettering Cancer Center,https://www.indeed.com/viewjob?jk=4aa004eda1c637c1,"New York, NY, US",NY,","
153,Supervising Research Scientist,Rutgers University,https://www.indeed.com/viewjob?jk=90d8597d2de1b346,"New Brunswick, NJ, US",NJ,","
154,Bioethics Research Coordinator,Columbia University,https://www.indeed.com/viewjob?jk=a4ff40885843204e,"New York, NY, US",NY,35
155,Senior Technician - Hematology & Oncology,Columbia University,https://www.indeed.com/viewjob?jk=4c5c9dc2a75bfb94,"New York, NY, US",NY,35
156,Mobile Phlebotomist (Independent Contractor),"Biodesix, Inc.",https://www.indeed.com/viewjob?jk=918fcfe7961f8b57,"Clifton, NJ, US",NJ,","
157,Mobile Phlebotomist (Independent Contractor),"Biodesix, Inc.",https://www.indeed.com/viewjob?jk=6bacbe20a9b28757,"Morristown, NJ, US",NJ,","
158,Bioinformatician II- Tisch Cancer Institute BiNGS Core,Mount Sinai Health System,https://www.indeed.com/viewjob?jk=bd6f16ab95cb43db,"New York, NY, US",NY,","
159,Data Operations Engineer (Bioinformatics),Holobiome Inc,https://www.indeed.com/viewjob?jk=d6639aa2984989d9,"Boston, MA, US",MA,","
160,Protein Purification Analytical Scientist,Eurofins,https://www.indeed.com/viewjob?jk=e98b69e21f418af7,"Andover, MA, US",MA,","
161,Analytical Laboratory Associate II,Eurofins,https://www.indeed.com/viewjob?jk=12e4f01c0cc0bbc4,"Andover, MA, US",MA,","
162,HPLC Biochemistry Team Lead,Eurofins,https://www.indeed.com/viewjob?jk=644733897d54924d,"Cambridge, MA, US",MA,","
163,"Oligonucleotide Scientist I, Process Development",Editas Medicine,https://www.indeed.com/viewjob?jk=95fd8d4d165eace0,"Cambridge, MA, US",MA,","
164,"Scientist I, Analytical Sciences",Editas Medicine,https://www.indeed.com/viewjob?jk=ebac1d4eab78b415,"Cambridge, MA, US",MA,","
165,"Associate Scientist, Postdoctoral Fellow- Data Science for Multi-omics and Biomarker Modelling in Neuroscience",Merck,https://www.indeed.com/viewjob?jk=6f231a7e8b47f7a4,"Cambridge, MA, US",MA,","
166,Machine Learning Software Engineer,nan,https://www.indeed.com/viewjob?jk=5adf1b3bef3eeb0f,"Cambridge, MA, US",MA,","
167,"Senior Manager, Clinical Biomarker Operations",Apogee Therapeutics,https://www.indeed.com/viewjob?jk=8345209181a4c1f2,"Boston, MA, US",MA,"2022,"
168,Associate Computational Biologist,Dana-Farber Cancer Institute,https://www.indeed.com/viewjob?jk=ebf664dbd48ae3a1,"Boston, MA, US",MA,810
169,Consumer Product Testing Analytical Director,Eurofins,https://www.indeed.com/viewjob?jk=11f7a5e28394611e,"Norwood, MA, US",MA,","
170,Specimen Processing Specialist I,Fulgent Therapeutics,https://www.indeed.com/viewjob?jk=220e2ffc5db9339d,"Needham, MA, US",MA,","
171,"Associate Director, US Analytics (Heme-Oncology)",SERVIER,https://www.indeed.com/viewjob?jk=e21d22970fe0dd58,"Boston, MA, US",MA,"13,"
172,Bioanalytical Chemist,Eurofins,https://www.indeed.com/viewjob?jk=3ece8968ac89ae52,"Andover, MA, US",MA,","
173,Laboratory Technician - Part-Time,Eurofins,https://www.indeed.com/viewjob?jk=4168b028801a92bf,"Philadelphia, PA, US",PA,","
174,Medical Laboratory Manager,Curesponse,https://www.indeed.com/viewjob?jk=a2fb170b7b89462b,"Philadelphia, PA, US",PA,","
175,Faculty Positions - HIV Cure and Viral Diseases Center,The Wistar Institute,https://www.indeed.com/viewjob?jk=fd4785069a3950cc,"Philadelphia, PA, US",PA,","
176,Clinical Research Coordinator A,University of Pennsylvania,https://www.indeed.com/viewjob?jk=d4f4d2c2c7f11780,"Philadelphia, PA, US",PA,","
177,Research Post Doc - Zhou Lab,Children's Hospital of Philadelphia,https://www.indeed.com/viewjob?jk=800fa2c6d53e6997,"Philadelphia, PA, US",PA,"20,000"
178,Upstream Process Scientist - Ambr250 (Weekends),Eurofins,https://www.indeed.com/viewjob?jk=2a0aa8b47e789b18,"Malvern, PA, US",PA,","
179,Tecan/Hamilton Liquid Handler Associate - Lab Automation,Eurofins,https://www.indeed.com/viewjob?jk=859737fc7145806d,"West Point, PA, US",PA,","
180,"Senior Director, Learning Instructional Design and Course Creation",Pfizer,https://www.indeed.com/viewjob?jk=c61ed014779b2662,"New York, NY, US",NY,","
181,Product Support Intern,Werfen,https://www.indeed.com/viewjob?jk=18eb8db66526a841,"Orangeburg, NY, US",NY,","
182,Manufacturing Engineer,Weiss-Aug,https://www.indeed.com/viewjob?jk=60d2f1a1499e303b,"Fairfield, NJ, US",NJ,","
183,Junior Content Developer,Derex Technologies inc,https://www.indeed.com/viewjob?jk=5dabaae4836254bf,"Harrison, NJ, US",NJ,","
184,"Blackstone Executive Offices - Chief Investment Office, Vice President",Blackstone,https://www.indeed.com/viewjob?jk=9276bb97266e1e1b,"New York, NY, US",NY,","
185,Healthcare Investment Banking Analyst / Associate,Career Launch AI,https://www.indeed.com/viewjob?jk=d8667b2578259b12,"New York, NY, US",NY,","
186,Secretary,Goodwin Procter LLP,https://www.indeed.com/viewjob?jk=423281369b742e38,"New York, NY, US",NY,","
187,Computer System Assurance (CSA) Consultant,Katalyst Healthcares & Life Sciences,https://www.indeed.com/viewjob?jk=9c3af3fdbbe6238f,"South Plainfield, NJ, US",NJ,","
188,Salesforce Senior Consultant,Deloitte,https://www.indeed.com/viewjob?jk=1563d4edbe708ede,"Morristown, NJ, US",NJ,","
189,Salesforce Senior Consultant,Deloitte,https://www.indeed.com/viewjob?jk=16ca364f7645a226,"New York, NY, US",NY,","
190,Salesforce Senior Consultant,Deloitte,https://www.indeed.com/viewjob?jk=14dfff9a45907900,"Princeton, NJ, US",NJ,","
191,Salesforce Senior Consultant,Deloitte,https://www.indeed.com/viewjob?jk=4727d05cd8640f85,"Jersey City, NJ, US",NJ,","
192,Electrical Engineer,CMTA Consulting Engineers,https://www.indeed.com/viewjob?jk=7cc0ff2ad7d32d68,"Madison, NJ, US",NJ,","
193,Senior Electrical Engineer,CMTA Consulting Engineers,https://www.indeed.com/viewjob?jk=90cdcb37b7730a43,"Madison, NJ, US",NJ,","
194,Commercial Banker - Innovation Economy Portfolio Debt Solutions - Vice President,JPMorganChase,https://www.indeed.com/viewjob?jk=7768709e0e0d4888,"New York, NY, US",NY,","
195,Marketing Operations Specialist,Bausch & Lomb,https://www.indeed.com/viewjob?jk=0fb3d1222cba9628,"Bridgewater, NJ, US",NJ,","
196,"Project Manager, Pharmaceutical Marketing",Bausch & Lomb,https://www.indeed.com/viewjob?jk=45f876e59fbf8de8,"Bridgewater, NJ, US",NJ,","
197,Principal Software Engineer – Forward Deployed,Pfizer,https://www.indeed.com/viewjob?jk=eb5728e4335c93d1,"New York, NY, US",NY,","
198,"Sr. Scientist, Stat. Programming - Late Stage (Hybrid)",Merck,https://www.indeed.com/viewjob?jk=a224fdb43a897135,"Rahway, NJ, US",NJ,","
199,"Blackstone Operating Team, Vice President, Spend Management",Blackstone,https://www.indeed.com/viewjob?jk=a49cdc60107a3165,"New York, NY, US",NY,","
200,"Blackstone Credit & Insurance, ABF Associate",Blackstone,https://www.indeed.com/viewjob?jk=fba7fe4c03bb8091,"New York, NY, US",NY,","
201,Blackstone Credit & Insurance(BXCI) - Fund Operations - Insurance - Vice President,Blackstone,https://www.indeed.com/viewjob?jk=73d8d102b65d1010,"New York, NY, US",NY,","
202,Carried Interest & Co-Investment Financial Associate,Blackstone,https://www.indeed.com/viewjob?jk=3c805e369afaa20b,"New York, NY, US",NY,","
203,Blackstone Credit & Insurance(BXCI) - Treasury & Liquidity Management - Assistant Vice President,Blackstone,https://www.indeed.com/viewjob?jk=2fe7ee432d044217,"New York, NY, US",NY,","
204,Head of Stemline Quality Operations (Executive Director),Menarini,https://www.indeed.com/viewjob?jk=1469ec28293d71bb,"New York, NY, US",NY,","
205,Principal Enterprise Architect (Remote),IQVIA,https://www.indeed.com/viewjob?jk=70fb08e5de109f80,"Wayne, NJ, US",NJ,","
206,"Senior Analyst, FP&A",CVS Health,https://www.indeed.com/viewjob?jk=b2d08568d4ba8ad0,"New York, NY, US",NY,","
207,Director of Capital Projects,Hines,https://www.indeed.com/viewjob?jk=2f27e613e458e0bc,"New York, NY, US",NY,","
208,Anatomic Pathology/Histology Lab Manager,Allied Digestive Health,https://www.indeed.com/viewjob?jk=53596466d0c3de33,"West Long Branch, NJ, US",NJ,","
209,"Managing Director, Software Engineering",West Monroe,https://www.indeed.com/viewjob?jk=d3d60d82d683c60d,"New York, NY, US",NY,","
210,"QC Testing Assistant Researcher, Protein",GenScript ProBio,https://www.indeed.com/viewjob?jk=4ea4ab0eb0cbcb79,"Piscataway, NJ, US",NJ,1548
211,Documentation Solutions Architect - REMOTE,Beckman Coulter Life Sciences,https://www.indeed.com/viewjob?jk=68902ddebba8359e,"New York, NY, US",NY,","
212,Paralegal - Immigration,nan,https://www.indeed.com/viewjob?jk=9d466110fcf7ddfe,"New York, NY, US",NY,","
213,Delivery Solutions Architect Manager – Healthcare & Life Sciences (HLS),Databricks,https://www.indeed.com/viewjob?jk=0e99ff706e8ee79c,"New York, NY, US",NY,","
214,"Senior Director, Customer Engagement Data Science & AI Engineering Lead",Bristol Myers Squibb,https://www.indeed.com/viewjob?jk=cd0ea29fba647446,"Princeton, NJ, US",NJ,","
215,Principal Cloud Architect – DevIQ (Remote),IQVIA,https://www.indeed.com/viewjob?jk=cbe9df7a3a5fa9b7,"Wayne, NJ, US",NJ,","
216,"Clinical Research Associate, Full Service",IQVIA,https://www.indeed.com/viewjob?jk=2d7866f4f8f1f93f,"Parsippany-Troy Hills, NJ, US",NJ,","
217,Healthcare Strategy Consultant,Career Launch AI,https://www.indeed.com/viewjob?jk=7d27ef0b4bd3513a,"New York, NY, US",NY,","
218,Healthcare Strategy Consultant,Career Launch AI,https://www.indeed.com/viewjob?jk=41cee9ac700f3461,"New York, NY, US",NY,","
219,Healthcare Investment Banking Analyst / Associate,Career Launch AI,https://www.indeed.com/viewjob?jk=e3c8eb370be046c4,"New York, NY, US",NY,","
220,Product Stewardship and Data Manager,Edgewell Personal Care,https://www.indeed.com/viewjob?jk=5e6ccfd72adbf6f7,"Allendale, NJ, US",NJ,"6,000"
221,Project Director ( Retail),"JRM Construction Management, LLC",https://www.indeed.com/viewjob?jk=c4147fca9a50b48c,"New York, NY, US",NY,","
222,Life Science-Biology Teacher,iLearn Schools,https://www.indeed.com/viewjob?jk=e68d2e9fe2c24ece,"Hackensack, NJ, US",NJ,","
223,"VP, Global Advanced Wound Care Strategy & Development",Convatec,https://www.indeed.com/viewjob?jk=eb739989b2c0c357,"Bridgewater, NJ, US",NJ,","
224,"Commercial Marketing Manager, East Coast",Cytiva,https://www.indeed.com/viewjob?jk=2bbb8f78893ac930,"New York, NY, US",NY,","
225,"Director, Procurement - Biochemistries",Danaher,https://www.indeed.com/viewjob?jk=ec4ac198aef60710,"New York, NY, US",NY,","
226,Customs Trade Compliance Expert,GenScript ProBio,https://www.indeed.com/viewjob?jk=d32b3db8732c16f3,"Piscataway, NJ, US",NJ,1548
227,Trainee Market Research Executive - US Graduate 2026,Healthcare Research Worldwide,https://www.indeed.com/viewjob?jk=9c7a11b84c0c20e8,"Manhattan, NY, US",NY,","
228,USA - Consulting - Risk - Digital Risk - Staff,EY,https://www.indeed.com/viewjob?jk=a41c71cdcc70beaa,"New York, NY, US",NY,","
229,frog - Senior Service Designer,Capgemini,https://www.indeed.com/viewjob?jk=0f458ee0f49de7ed,"New York, NY, US",NY,","
230,Product Development - Digital Engineering - Senior Associate,PwC,https://www.indeed.com/viewjob?jk=4c767dd28ba81180,"Florham Park, NJ, US",NJ,","
231,Product Development - Digital Engineering - Senior Associate,PwC,https://www.indeed.com/viewjob?jk=657ed6ed6bbba189,"New York, NY, US",NY,","
232,Operations Manager,AIT Worldwide Logistics,https://www.indeed.com/viewjob?jk=d2c3aaabdf95106d,"Secaucus, NJ, US",NJ,","
233,District Manager - Water,Ecolab,https://www.indeed.com/viewjob?jk=28da5cd45a685055,"New York, NY, US",NY,","
234,Business Operations and Analytics Intern - US Market Commercial,Genmab,https://www.indeed.com/viewjob?jk=c0e5252cd12df555,"Princeton, NJ, US",NJ,","
235,"Director, Patent Attorney",Regeneron,https://www.indeed.com/viewjob?jk=311609fe0a22e45c,"Tarrytown, NY, US",NY,","
236,"Director, Enterprise Architecture - Commercial",Pfizer,https://www.indeed.com/viewjob?jk=1204d1da38f0433b,"New York, NY, US",NY,","
237,"Full-Stack Developer, Associate - Corporate Finance",Blackstone,https://www.indeed.com/viewjob?jk=5b5cfa3d57ea92cc,"New York, NY, US",NY,","
238,"Vice President, Real Estate (Public Relations)",Rubenstein,https://www.indeed.com/viewjob?jk=b6c48d1c1bc223b4,"New York, NY, US",NY,","
239,"Manager, Editorial Operations",Goodwin Procter LLP,https://www.indeed.com/viewjob?jk=c018fcb31f4eae9b,"New York, NY, US",NY,","
240,Private Equity Fund Administrator - Supervisor,RSM,https://www.indeed.com/viewjob?jk=a81d95e9ea9c1053,"New York, NY, US",NY,","
241,Accounting and Finance Consulting Senior Associate - Public Company Solutions,RSM,https://www.indeed.com/viewjob?jk=266f3f83f8b96cef,"New York, NY, US",NY,","
242,AQUARIST 1,Merlin Entertainments,https://www.indeed.com/viewjob?jk=2666f105f8f16f96,"East Rutherford, NJ, US",NJ,1
243,"Sales Executive - Hereditary Cancer Screening - New Brunswick, NJ",Myriad Genetics,https://www.indeed.com/viewjob?jk=92e267e29b5ae014,"New Brunswick, NJ, US",NJ,","
244,"Sales Executive - Hereditary Cancer Screening - Spring Valley, NY",Myriad Genetics,https://www.indeed.com/viewjob?jk=35d329235e2832d7,"Spring Valley, NY, US",NY,","
245,"Sales Executive - Prenatal - Jersey City, NJ",Myriad Genetics,https://www.indeed.com/viewjob?jk=4346816dec41fe30,"Jersey City, NJ, US",NJ,","
246,"Sales Executive - Hereditary Cancer Screening - Brooklyn, NY",Myriad Genetics,https://www.indeed.com/viewjob?jk=27c89d768c2e2593,"Brooklyn, NY, US",NY,","
247,"Sales Executive - Hereditary Cancer Screening - Long Island/West, NY",Myriad Genetics,https://www.indeed.com/viewjob?jk=5da44d360d683243,"Brooklyn, NY, US",NY,","
248,"Clinical Sales Specialist, Structural Heart, TEER (NYC - Manhattan)",Abbott,https://www.indeed.com/viewjob?jk=4f3e199790cf5638,"Manhattan, NY, US",NY,","
249,"Associate Director, Medical Strategy",EVERSANA,https://www.indeed.com/viewjob?jk=128fd3538d499ffc,"New York, NY, US",NY,","
250,Senior IT Program Manager,Morris Technology Solutions,https://www.indeed.com/viewjob?jk=336dcf935ca059cf,"Nutley, NJ, US",NJ,","
251,Construction Scheduler I,"JRM Construction Management, LLC",https://www.indeed.com/viewjob?jk=d6a7adf9a3896b16,"New York, NY, US",NY,","
252,"Associate Consultant, Healthcare & Analytics Strategy Consulting",IQVIA,https://www.indeed.com/viewjob?jk=82041f8fef1230bb,"New York, NY, US",NY,","
253,"SVP, Medical Communication Strategy (MedComms Agency Experience Required)",EVERSANA,https://www.indeed.com/viewjob?jk=388014c2f02c56e5,"New York, NY, US",NY,","
254,Healthcare Investment Banking Analyst / Associate,Career Launch AI,https://www.indeed.com/viewjob?jk=312be0e333d74d0a,"New York, NY, US",NY,","
255,Healthcare Strategy Consultant,Career Launch AI,https://www.indeed.com/viewjob?jk=ea96f2fcce4539bc,"New York, NY, US",NY,","
256,Manager/Senior Manager - Decision Science (1235),AXTRIA,https://www.indeed.com/viewjob?jk=cb46938301431698,"Berkeley Heights, NJ, US",NJ,"2010,"
257,Associate Director - IC & Commercial Excellence,AXTRIA,https://www.indeed.com/viewjob?jk=5914357c7e0176d8,"Berkeley Heights, NJ, US",NJ,","
258,Technology/Cloud Marketing Development Lead,Accenture,https://www.indeed.com/viewjob?jk=3d66b5a4c965f3ef,"Morristown, NJ, US",NJ,","
259,Technology/Cloud Marketing Development Lead,Accenture,https://www.indeed.com/viewjob?jk=4dc8900da283d850,"New York, NY, US",NY,","
260,Senior Environmental Health & Safety Consultant,Triumvirate Environmental,https://www.indeed.com/viewjob?jk=e0f151172a779877,"Florham Park, NJ, US",NJ,","
261,Manufacturing Engineering Intern,Werfen,https://www.indeed.com/viewjob?jk=1da11316711d5b37,"Orangeburg, NY, US",NY,2025
262,Manufacturing Engineering Intern,Werfen,https://www.indeed.com/viewjob?jk=7fe1e1e0be1d47f9,"Orangeburg, NY, US",NY,2025
263,"Commercial Life Sciences Solution Architect – AI (Pharma, Digital Health & Patient Engagement)",nan,https://www.indeed.com/viewjob?jk=abd67c9faad3c8c0,"New York, NY, US",NY,"25,"
264,"Sr. Manager/Associate Director, Global Recruitment Marketing",nan,https://www.indeed.com/viewjob?jk=931f07e7e83e4620,"Bridgewater, NJ, US",NJ,"25,"
265,"Exec Director, Cloud Ops and Infrastructure",nan,https://www.indeed.com/viewjob?jk=72c9e329db436f4d,"Bridgewater, NJ, US",NJ,"5,"
266,"Sr. Director, Strategic Execution",nan,https://www.indeed.com/viewjob?jk=1bf5f95d87bfe5c7,"Bridgewater, NJ, US",NJ,"25,"
267,"Executive Director, Business Development - Core",nan,https://www.indeed.com/viewjob?jk=d23d0ac58cefd144,"Bridgewater, NJ, US",NJ,"23,"
268,Associate Consultant - R&D Advisory - US,nan,https://www.indeed.com/viewjob?jk=a123ad5e05e2854f,"Bridgewater, NJ, US",NJ,"25,"
269,Psychiatric Account Manager,nan,https://www.indeed.com/viewjob?jk=54d8a10b55f5e589,"White Plains, NY, US",NY,"25,"
270,Plumbing/Fire Protection Engineering Department Manager - NYC,Bala Consulting Engineers,https://www.indeed.com/viewjob?jk=ba828471cc3f54c8,"New York, NY, US",NY,200
271,Sr. Director - Human Resources,nan,https://www.indeed.com/viewjob?jk=90c8f3cdb9b67653,"Branchburg, NJ, US",NJ,","
272,Veeva Solution Architect-5,Realign,https://www.indeed.com/viewjob?jk=495894b163c5121e,"Raritan, NJ, US",NJ,","
273,"Director, Patent Attorney",Regeneron,https://www.indeed.com/viewjob?jk=afbfafbee7f921fd,"Tarrytown, NY, US",NY,","
274,"Account Executive, Health",Daniel J. Edelman Holdings,https://www.indeed.com/viewjob?jk=d8e166c14aee692e,"New York, NY, US",NY,","
275,"Account Executive, Health",Daniel J. Edelman Holdings,https://www.indeed.com/viewjob?jk=5c9328e78725120a,"New York, NY, US",NY,","
276,"Account Executive, Health",Edelman,https://www.indeed.com/viewjob?jk=f42fcee89884e216,"New York, NY, US",NY,","
277,"Account Executive, Health",Edelman,https://www.indeed.com/viewjob?jk=e416ea31629b2acc,"New York, NY, US",NY,","
278,"Director, Global Strategy",Zoetis,https://www.indeed.com/viewjob?jk=125cd7c5d89c8d90,"Parsippany-Troy Hills, NJ, US",NJ,","
279,Senior Event Manager,Impact XM,https://www.indeed.com/viewjob?jk=a848edc27536e4fe,"Dayton, NJ, US",NJ,","
280,Forsyth Health Sales Leader,The Cigna Group,https://www.indeed.com/viewjob?jk=dfd68a4170fa32e4,"Morris Plains, NJ, US",NJ,","
281,Field Clinical Specialist,InspireMD,https://www.indeed.com/viewjob?jk=dae766fe3fcb52f0,"Morristown, NJ, US",NJ,","
282,"Consultant, Life Sciences – Business Transformation | Corporate Finance & Restructuring","FTI Consulting, Inc.",https://www.indeed.com/viewjob?jk=586fb229cd37bfdd,"New York, NY, US",NY,40
283,"Technical Applications Supervisor, East",Beckman Coulter Diagnostics,https://www.indeed.com/viewjob?jk=c9c6006d797d2a2c,"New York, NY, US",NY,","
284,"Director, Healthcare/Lifesciences Strategy",KPMG,https://www.indeed.com/viewjob?jk=fe04eb91a1603a55,"New York, NY, US",NY,","
285,"Manager, Healthcare/Lifesciences Strategy",KPMG,https://www.indeed.com/viewjob?jk=093b8c5bdd18a2e7,"New York, NY, US",NY,","
286,"Director, Healthcare/Lifesciences Strategy",KPMG,https://www.indeed.com/viewjob?jk=93127753e8aeccb1,"New York, NY, US",NY,","
287,"Manager, Healthcare/Lifesciences Strategy",KPMG,https://www.indeed.com/viewjob?jk=3f56029ca7404d66,"New York, NY, US",NY,","
288,CNC Mill Operator,Schivo Medical,https://www.indeed.com/viewjob?jk=7de965fe8fe19448,"Plainview, NY, US",NY,5
289,Director Global Market Access & Reimbursement – Precision Medicine,Merck,https://www.indeed.com/viewjob?jk=a50e8a7265dc5f9a,"Rahway, NJ, US",NJ,","
290,"Blackstone Credit & Insurance - Chief Investment Office, Portfolio Management, Associate",Blackstone,https://www.indeed.com/viewjob?jk=71b500d0ca2af3f1,"New York, NY, US",NY,","
291,"Blackstone Operating Team, CAO & COO Analyst",Blackstone,https://www.indeed.com/viewjob?jk=27d26be7e83e7553,"New York, NY, US",NY,","
292,"Talent Partner, VP",Blackstone,https://www.indeed.com/viewjob?jk=19f9b267880dbd4c,"New York, NY, US",NY,","
293,Programmatic Activation Specialist - IQVIA Digital (Remote),IQVIA,https://www.indeed.com/viewjob?jk=242e901bee42ecea,"Wayne, NJ, US",NJ,","
294,"Director, Medical Strategy (Pharma Ad Agency Experience Required)",EVERSANA,https://www.indeed.com/viewjob?jk=d65ef652f1229a08,"New York, NY, US",NY,","
295,"Associate, In-Process QA, MG/PG",US PharmaLab Inc.,https://www.indeed.com/viewjob?jk=5cf4f7fe190eaf2c,"North Brunswick, NJ, US",NJ,06
296,Data Product Manager,Zoetis,https://www.indeed.com/viewjob?jk=cb2cc57330661691,"Parsippany-Troy Hills, NJ, US",NJ,","
297,Clinical Strategy and Solutions Manager (Temp),Faro Health Inc.,https://www.indeed.com/viewjob?jk=69ad1d0c11a22b71,"New York, NY, US",NY,","
298,Service Desk/ServiceNow Presales DEMO Solutions Architect,Accenture,https://www.indeed.com/viewjob?jk=ec5ee03cfaaee793,"New York, NY, US",NY,","
299,Service Desk/ServiceNow Presales DEMO Solutions Architect,Accenture,https://www.indeed.com/viewjob?jk=d2a4200fbe8ff454,"Morristown, NJ, US",NJ,","
300,JDE & Infor Solutions Architect - Manufacturing / Supply Chain*,Accenture,https://www.indeed.com/viewjob?jk=ce3a17761c9c4700,"New York, NY, US",NY,","
301,JDE & Infor Solutions Architect - Manufacturing / Supply Chain*,Accenture,https://www.indeed.com/viewjob?jk=f11474d33789e41e,"Morristown, NJ, US",NJ,","
302,Data Analytics/AI - Solutions Architect*,Accenture,https://www.indeed.com/viewjob?jk=f3629b8e8c006e54,"Morristown, NJ, US",NJ,","
303,Data Analytics/AI - Solutions Architect*,Accenture,https://www.indeed.com/viewjob?jk=07915ae995332dce,"New York, NY, US",NY,","
304,Oracle Hyperion/Fusion Solutions Architect *,Accenture,https://www.indeed.com/viewjob?jk=e7b3ec9209b10522,"New York, NY, US",NY,","
305,Oracle Hyperion/Fusion Solutions Architect *,Accenture,https://www.indeed.com/viewjob?jk=c4748b5e3766d35e,"Morristown, NJ, US",NJ,","
306,"Technology Strategy Manager/Sr Manager, Life Sciences or Industrial",Accenture,https://www.indeed.com/viewjob?jk=bec3c22a0b100566,"New York, NY, US",NY,","
307,"Technology Strategy Manager/Sr Manager, Life Sciences or Industrial",Accenture,https://www.indeed.com/viewjob?jk=a47533de389c26fd,"Morristown, NJ, US",NJ,","
308,IBM iSeries Solutions Architect*,Accenture,https://www.indeed.com/viewjob?jk=76326cb5bdb80faa,"New York, NY, US",NY,","
309,IBM iSeries Solutions Architect*,Accenture,https://www.indeed.com/viewjob?jk=2de6197fd8e33717,"Morristown, NJ, US",NJ,","
310,ServiceNow ITSM Solutions Architect,Accenture,https://www.indeed.com/viewjob?jk=ba70e4d81bfd9c9c,"New York, NY, US",NY,","
311,ServiceNow ITSM Solutions Architect,Accenture,https://www.indeed.com/viewjob?jk=d89c03146c02c42c,"Morristown, NJ, US",NJ,","
312,Network and Security Services Solutions Architect*,Accenture,https://www.indeed.com/viewjob?jk=a960d5627ec4d638,"Morristown, NJ, US",NJ,","
313,Network and Security Services Solutions Architect*,Accenture,https://www.indeed.com/viewjob?jk=c8c2ac016574251d,"New York, NY, US",NY,","
314,AWS Modernization Solutions Architect*,Accenture,https://www.indeed.com/viewjob?jk=de1be658b9073c90,"Morristown, NJ, US",NJ,","
315,AWS Modernization Solutions Architect*,Accenture,https://www.indeed.com/viewjob?jk=9006fa7004ee073f,"New York, NY, US",NY,","
316,"Associate, In-Process QA, MG/PG",US PharmaLab Inc.,https://www.indeed.com/viewjob?jk=4ba76dfbaa1ae35a,"North Brunswick, NJ, US",NJ,06
317,Regulatory Affairs Senior Manager,Katalyst Healthcares & Life Sciences,https://www.indeed.com/viewjob?jk=c9a3edf95a19c525,"Madison, NJ, US",NJ,","
318,People Science Analyst,Veeva Systems,https://www.indeed.com/viewjob?jk=906314f7fb3baf85,"New York, NY, US",NY,","
319,Middle School Science Teacher (Leave Replacement),The Pennington School,https://www.indeed.com/viewjob?jk=27b6a98ca438bd8c,"Pennington, NJ, US",NJ,2026
320,Senior Plumbing/FireProtection Engineer - New York City,Bala Consulting Engineers,https://www.indeed.com/viewjob?jk=76c730a1fe2c89bc,"New York, NY, US",NY,200
321,"VP, Global Sales Intelligence",Information Technology Senior Management Forum,https://www.indeed.com/viewjob?jk=a89462766ded2370,"Franklin Lakes, NJ, US",NJ,1
322,"Senior Director, Global Sales Training",BD,https://www.indeed.com/viewjob?jk=8d35a8ff1be03f5b,"Franklin Lakes, NJ, US",NJ,","
323,"VP, Global Sales Intelligence",BD,https://www.indeed.com/viewjob?jk=376264c9b2217740,"Franklin Lakes, NJ, US",NJ,","
324,Sr. Product Manager (CA),Getinge,https://www.indeed.com/viewjob?jk=89372928ca13d238,"Wayne, NJ, US",NJ,"13,"
325,Infrastructure Management / Datacenter Solutions Architect *,Accenture,https://www.indeed.com/viewjob?jk=90997a7960b9c46c,"New York, NY, US",NY,","
326,Infrastructure Management / Datacenter Solutions Architect *,Accenture,https://www.indeed.com/viewjob?jk=7a74fc393a33731e,"Morristown, NJ, US",NJ,","
327,"Life Sciences Associate Creative Director, Copy",Accenture,https://www.indeed.com/viewjob?jk=58d6126c92b541b5,"Morristown, NJ, US",NJ,","
328,"Life Sciences Associate Creative Director, Copy",Accenture,https://www.indeed.com/viewjob?jk=6c04ea1b06680f83,"New York, NY, US",NY,","
329,Azure Infrastructure Pre-Sales Solutions Architect,Accenture,https://www.indeed.com/viewjob?jk=861160eb56f5c738,"New York, NY, US",NY,","
330,Azure Infrastructure Pre-Sales Solutions Architect,Accenture,https://www.indeed.com/viewjob?jk=2c35dc2c2df4b0d0,"Morristown, NJ, US",NJ,","
331,"Life Sciences Associate Creative Director, Art",Accenture,https://www.indeed.com/viewjob?jk=26ac4ae633038056,"New York, NY, US",NY,","
332,"Life Sciences Associate Creative Director, Art",Accenture,https://www.indeed.com/viewjob?jk=3ad970112ed12747,"Morristown, NJ, US",NJ,","
