#,Title,Company,URL,Location,State,Salary,Date Posted,Expiration Date
11,Project Manager Pharma,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Bohemia-New-York-USA/Project-Manager_R-01337505,"Bohemia, New York, USA",NY,N/A,2026-01-21,N/A
12,Inventory Management Specialist II,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/New-York-New-York-USA/Inventory-Management-Specialist-II_R-01338759,"New York, New York, USA",NY,N/A,2026-01-21,N/A
13,Upstream Associate II - 12hr. Rotation Shift (Days),Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Plainville-Massachusetts-USA/Upstream-Associate-II---12hr-Rotation-Shift--Days-_R-01339408,"Plainville, Massachusetts, USA",MA,N/A,2026-01-21,N/A
14,"Equipment Operator, Print and Auto Inspection 1st & 2nd Shift",Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Bohemia-New-York-USA/Equipment-Operator--Print-and-Auto-Inspection-1st---3rd-Shift_R-01337319,"Bohemia, New York, USA",NY,N/A,2026-01-21,N/A
15,Facilities Maintenance Technician - 1st shift,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Plainville-Massachusetts-USA/Facilities-Maintenance-Technician---2nd-shift_R-01338936,"Plainville, Massachusetts, USA",MA,N/A,2026-01-21,N/A
16,Regional Site Supervisor,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Remote-Massachusetts-USA/Regional-Site-Supervisor_R-01338750,"Remote, Massachusetts, USA",MA,N/A,2026-01-21,N/A
17,Lead Lab Support Specialist,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Medford-Massachusetts-USA/Lead-Lab-Support-Specialist_R-01338894,"Medford, Massachusetts, USA",MA,N/A,2026-01-21,N/A
18,Sr. Scientist – Cell Based Assay Development,Thermofisher,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Cranbury-New-Jersey-USA/Sr-Scientist---Cell-Based-Assay-Development_R-01340517,"Cranbury, New Jersey, USA",NJ,N/A,2026-01-21,N/A
19,"Senior Principal Scientist, Microbial Process Operations",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Senior-Principal-Scientist--Microbial-Process-Operations_R376093,USA - New Jersey - Rahway,NJ,N/A,2026-01-21,N/A
20,"Senior Scientist, Engineering",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---West-Point/Senior-Scientist--Engineering_R381965-1,USA - Pennsylvania - West Point,PA,N/A,2026-01-21,N/A
21,"Associate Principal Scientist, Engineering- Biologics, Sterile Drug Product Commercialization",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---West-Point/Associate-Principal-Scientist--Engineering--Biologics--Sterile-Drug-Product-Commercialization_R381457-1,USA - Pennsylvania - West Point,PA,N/A,2026-01-21,N/A
22,"Sterile Sr. Specialist, Engineering (Onsite)",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Sterile-Sr-Specialist--Engineering--Onsite-_R380732-1,USA - New Jersey - Rahway,NJ,N/A,2026-01-21,N/A
23,"Principal Scientist, Biologics Analytical R&D",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Principal-Scientist--Biologics-Analytical-R-D_R381548-1,USA - New Jersey - Rahway,NJ,N/A,2026-01-21,N/A
24,"Principal Scientist, Biologics Analytical R&D",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---New-Jersey---Rahway/Principal-Scientist--Biologics-Analytical-R-D_R381546,USA - New Jersey - Rahway,NJ,N/A,2026-01-21,N/A
25,Lab Operations Specialist,Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---West-Point/Lab-Operations-Specialist_R381798-1,USA - Pennsylvania - West Point,PA,N/A,2026-01-21,N/A
26,"Dir., Engineering",Merck,https://msd.wd5.myworkdayjobs.com/SearchJobs/job/USA---Pennsylvania---West-Point/Dir--Engineering_R381867-1,USA - Pennsylvania - West Point,PA,N/A,2026-01-21,N/A
27,"Associate Vice President, Automation, Discovery Oncology",Lilly,https://lilly.wd5.myworkdayjobs.com/en-US/LLY/job/US-New-York-NY/Associate-Vice-President--Automation--Discovery-Oncology_R-97785,"US, New York NY",NY,N/A,2026-01-21,N/A
28,Electrical Engineer,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Swiftwater-PA/Electrical-Engineer_R2838975,"Swiftwater, PA",PA,N/A,2026-01-21,N/A
29,"Scientist I, In Vitro Antibody Discovery",Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Scientist-I--In-Vitro-Antibody-Discovery_R2838651-1,"Cambridge, MA",MA,N/A,2026-01-21,N/A
30,Automation Engineer,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Swiftwater-PA/Automation-Engineer_R2832322,"Swiftwater, PA",PA,N/A,2026-01-21,N/A
31,Clinical Supply Chain Simulation and Digital Systems Specialist,Sanofi,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Morristown-NJ/Clinical-Supply-Optimization-Specialist_R2814411-1,"Morristown, NJ",NJ,N/A,2026-01-21,N/A
32,"Senior Manager, Continuous Improvement",Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---New-York---Pearl-River/Senior-Manager--Continuous-Improvement_4944070-2,United States - New York - Pearl River,NY,N/A,2026-01-21,N/A
33,"Postdoctoral Fellow, Quantitative Systems Pharmacology",Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---Massachusetts---Cambridge/Postdoctoral-Fellow--Quantitative-Systems-Pharmacology_4949822-2,United States - Massachusetts - Cambridge,MA,N/A,2026-01-21,N/A
34,"Associate Director, Vaccine Program Management",Pfizer,https://pfizer.wd1.myworkdayjobs.com/PfizerCareers/job/United-States---New-York---Pearl-River/Associate-Director--Vaccine-Program-Management_4949814-1,United States - New York - Pearl River,NY,N/A,2026-01-21,N/A
35,"Senior Scientist, Multispecific Antibody Engineering (Oncology)",AbbVie,https://www.indeed.com/viewjob?jk=c469c9a0ac4261ed,"Worcester, MA, US",MA,N/A,2026-01-21,N/A
36,"Senior Director, Strategic Therapeutic Area Lead, Autoantibody Pipeline, US Medical Affairs- Immunology",Johnson & Johnson,https://www.indeed.com/viewjob?jk=2e64224e5d841b9c,"Horsham, PA, US",PA,N/A,2026-01-21,N/A
37,Data Scientist,Johnson & Johnson,https://www.indeed.com/viewjob?jk=12ad612547ed0d28,"New Brunswick, NJ, US",NJ,"$89,000",2026-01-21,N/A
38,Health Care Case Manager (RN) for Mercer North (Lawrenceville),Rutgers University,https://www.indeed.com/viewjob?jk=b9437face6513bba,"Lawrenceville, NJ, US",NJ,N/A,2026-01-21,N/A
39,Strategic Insights Lead,Lucid Group,https://www.indeed.com/viewjob?jk=8e31feebe472c440,"Philadelphia, PA, US",PA,N/A,2026-01-21,N/A
40,Calibration and Instrumentation Technician,PROCONEX,https://www.indeed.com/viewjob?jk=ad809abdfdd45af5,"Royersford, PA, US",PA,N/A,2026-01-21,N/A
41,Senior Key Channel Executive,Beckman Coulter Diagnostics,https://www.indeed.com/viewjob?jk=04e70f99b3e671d7,"Philadelphia, PA, US",PA,"$100,000",2026-01-21,N/A
42,"Senior Data Scientist, Data Management",ICON plc,https://www.indeed.com/viewjob?jk=6f0bf75b9aa9f0a0,"Blue Bell, PA, US",PA,N/A,2026-01-21,N/A
43,Product Manager,Biolyst Scientific,https://www.indeed.com/viewjob?jk=5196d59d4de98add,"Morgantown, PA, US",PA,N/A,2026-01-21,N/A
44,Product Manager,Biolyst Scientific,https://www.indeed.com/viewjob?jk=eb738f8c08619019,"Morgantown, PA, US",PA,N/A,2026-01-21,N/A
45,"Sr. Director, Strategic Execution",nan,https://www.indeed.com/viewjob?jk=1a3b065f19828a03,"Newtown, PA, US",PA,"$148,410",2026-01-21,N/A
46,"Sr. Manager/Associate Director, Global Recruitment Marketing",nan,https://www.indeed.com/viewjob?jk=bb80e871eb40e0de,"Newtown, PA, US",PA,N/A,2026-01-21,N/A
47,Sr. Project Manager / Pharma,AtkinsRéalis,https://www.indeed.com/viewjob?jk=5cfdba0d57b7542c,"Exton, PA, US",PA,N/A,2026-01-21,N/A
48,Area Health information Specialist I,Datavant,https://www.indeed.com/viewjob?jk=5b95ec6e59b39d74,"Woodbury, NJ, US",NJ,N/A,2026-01-21,N/A
49,"Lead, Trial Delivery Manager - Oncology",Johnson & Johnson,https://www.indeed.com/viewjob?jk=94249a04b46bf837,"Spring House, PA, US",PA,"$105,000",2026-01-21,N/A
50,"Associate Account Executive - Philadelphia, PA - Johnson & Johnson MedTech, Surgery",Johnson & Johnson,https://www.indeed.com/viewjob?jk=4783ee0cc344e349,"Philadelphia, PA, US",PA,N/A,2026-01-21,N/A
51,"Vice President, Operational Excellence",Avantor,https://www.indeed.com/viewjob?jk=12c90de602063618,"Spring House, PA, US",PA,"$221,500",2026-01-21,N/A
52,Electrical Engineer,Genesis AEC,https://www.indeed.com/viewjob?jk=40e1890754e05c90,"Blue Bell, PA, US",PA,"$1,000",2026-01-21,N/A
53,"Senior Laboratory Operations Analyst - Automation Engineer, R&D Therapeutics Discovery",Johnson & Johnson,https://www.indeed.com/viewjob?jk=d1e715c10cfa5ac0,"Spring House, PA, US",PA,N/A,2026-01-21,N/A
54,Systems Engineer,Grantek Systems Integration,https://www.indeed.com/viewjob?jk=fa7b07273ebb5bdd,"Allentown, PA, US",PA,N/A,2026-01-21,N/A
55,Account Manager (Remote),m3usa,https://www.indeed.com/viewjob?jk=c4550fe1f9b21cfd,"Fort Washington, PA, US",PA,N/A,2026-01-21,N/A
56,"Director, Client Growth & Partnerships","Robert Michael Communications, Inc.",https://www.indeed.com/viewjob?jk=6ce92c03231d741d,"Philadelphia, PA, US",PA,N/A,2026-01-21,N/A
57,QA Coordinator,"Cold Chain Technologies, LLC.",https://www.indeed.com/viewjob?jk=eebfc2d650eb4ad4,"Bethlehem, PA, US",PA,$25,2026-01-21,N/A
58,Data Pipeline Analyst,AscellaHealth,https://www.indeed.com/viewjob?jk=a596b50414e920f7,"Berwyn, PA, US",PA,N/A,2026-01-21,N/A
59,Cell Therapy Manufacturing Specialist,Eurofins,https://www.indeed.com/viewjob?jk=ce3f7272946ec47e,"Exton, PA, US",PA,N/A,2026-01-21,N/A
60,Associate Director - Life Sciences Advisory - Medical Affairs/Real World Evidence (RWE),Guidehouse,https://www.indeed.com/viewjob?jk=24aa2468dbc045a6,"Philadelphia, PA, US",PA,"$135,000",2026-01-21,N/A
61,"Senior Associate Consulting, Change Management",Point B,https://www.indeed.com/viewjob?jk=f5bc8cd14077497c,"Boston, MA, US",MA,"$84500 – $169,000",2026-01-21,N/A
62,"Engineer, Technology II",AbbVie,https://www.indeed.com/viewjob?jk=08d2b90d2977b7d1,"Worcester, MA, US",MA,"$158,974",2026-01-21,N/A
63,Global Strategic Account Manager,Cytiva,https://www.indeed.com/viewjob?jk=c23c931f6f1e722a,"Marlborough, MA, US",MA,"$135,000",2026-01-21,N/A
64,Sales Support Coordinator,Pharmaron,https://www.indeed.com/viewjob?jk=f7fc53078e231e31,"Waltham, MA, US",MA,"$55,000",2026-01-21,N/A
65,Commercial Analytics Director,Lantheus,https://www.indeed.com/viewjob?jk=babfd1a6050c86c6,"Bedford, MA, US",MA,"$182,000",2026-01-21,2026-02-16
66,Incentive Compensation Associate Director,Lantheus,https://www.indeed.com/viewjob?jk=036f61b5f331ce76,"Bedford, MA, US",MA,"$139,000",2026-01-21,2026-02-15
67,"Director, Major Accounts - Strategic Partners",Avantor,https://www.indeed.com/viewjob?jk=e457b3a06a403f14,"Cambridge, MA, US",MA,"$123,500",2026-01-21,N/A
68,"Research Scientist, High Throughput Human Biology (Contract)",Vertex Pharmaceuticals,https://www.indeed.com/viewjob?jk=1816714bdabad781,"Boston, MA, US",MA,$62,2026-01-21,N/A
69,"Senior Sales Manager - Global Payment Solutions, Innovation Banking",HSBC,https://www.indeed.com/viewjob?jk=50169bb653b69507,"Boston, MA, US",MA,N/A,2026-01-21,N/A
70,CATIA Sales Director - Growth Territories,Dassault Systèmes,https://www.indeed.com/viewjob?jk=f24078cb3e0a48fc,"Waltham, MA, US",MA,$300000,2026-01-21,N/A
71,Director of Product & Segment Marketing (Evident MIS),Evident Scientific,https://www.indeed.com/viewjob?jk=af35b6ea0e8b9e35,"Needham, MA, US",MA,N/A,2026-01-21,N/A
72,Quality/Regulatory Manager,Analog Devices,https://www.indeed.com/viewjob?jk=b74fbf3a9ecd2852,"Wilmington, MA, US",MA,$9,2026-01-21,N/A
73,"FP&A Director, Global (Evident MIS)",Evident Scientific,https://www.indeed.com/viewjob?jk=d82161cf717a2d8d,"Needham, MA, US",MA,N/A,2026-01-21,N/A
74,"FP&A Analyst, Global (Evident MIS)",Evident Scientific,https://www.indeed.com/viewjob?jk=f4a467d5311e76a4,"Needham, MA, US",MA,N/A,2026-01-21,N/A
75,Global Strategic Account Director,Cytiva,https://www.indeed.com/viewjob?jk=87b445ba8367649b,"Boston, MA, US",MA,"$150,000",2026-01-21,N/A
76,GMP FACILITIES DIRECTOR,ESFM,https://www.indeed.com/viewjob?jk=26283ecf14212ffe,"Wilmington, MA, US",MA,"$90,000",2026-01-21,N/A
77,"Research Scientist/ Senior Research Scientist, Precision Medicine",Aitia,https://www.indeed.com/viewjob?jk=42065918392afec0,"Cambridge, MA, US",MA,N/A,2026-01-21,N/A
78,Outside Sales Representative,Applied Industrial Technologies,https://www.indeed.com/viewjob?jk=547be819dee9e02f,"Boston, MA, US",MA,"$100,000",2026-01-21,N/A
79,"Research Scientist/ Senior Research Scientist, Precision Medicine",Aitia,https://www.indeed.com/viewjob?jk=8112f738f382eae5,"Cambridge, MA, US",MA,N/A,2026-01-21,N/A
80,Bioprocessing Support Technician,Eurofins,https://www.indeed.com/viewjob?jk=65d31c045533a757,"Andover, MA, US",MA,$24,2026-01-21,N/A
81,"Counsel, Global Research","Novo Nordisk, Inc.",https://www.indeed.com/viewjob?jk=71369ddebb698ab7,"Lexington, MA, US",MA,"$116,810",2026-01-21,N/A
82,Asset Management - Life Sciences Private Capital - Associate,JPMorganChase,https://www.indeed.com/viewjob?jk=73bde72874d0397b,"Boston, MA, US",MA,N/A,2026-01-21,N/A
83,Commercial Forecasting Associate Director,Lantheus,https://www.indeed.com/viewjob?jk=abc62c665656bf25,"Bedford, MA, US",MA,"$139,000",2026-01-21,2026-02-21
84,Marketing Operations Director,Lantheus,https://www.indeed.com/viewjob?jk=7f98bbb46e025d53,"Bedford, MA, US",MA,"$172,000",2026-01-21,2026-02-21
85,"Technical Applications Supervisor, East",Beckman Coulter Diagnostics,https://www.indeed.com/viewjob?jk=c9c6006d797d2a2c,"New York, NY, US",NY,"$105,000",2026-01-21,N/A
86,Histology Technician I (Overnight),Antech Diagnostics,https://www.indeed.com/viewjob?jk=09369f20b8ed6ff5,"Lake Success, NY, US",NY,$27,2026-01-21,N/A
87,"Sr. Director, Strategic Execution",nan,https://www.indeed.com/viewjob?jk=1bf5f95d87bfe5c7,"Bridgewater, NJ, US",NJ,"$148,410",2026-01-21,N/A
88,"Director, Program Management (Some AI Exp) - Bridgewater, NJ or Morrisville, NC (Hybrid)",サイネオス・ヘルス,https://www.indeed.com/viewjob?jk=87c091bad7ecf0ef,"Bridgewater, NJ, US",NJ,N/A,2026-01-21,N/A
89,"Sr. Manager/Associate Director, Global Recruitment Marketing",nan,https://www.indeed.com/viewjob?jk=931f07e7e83e4620,"Bridgewater, NJ, US",NJ,N/A,2026-01-21,N/A
90,Outpatient Coder SDS/OBS PRN,Datavant,https://www.indeed.com/viewjob?jk=c2ac70aa071462db,"New York, NY, US",NY,$20,2026-01-21,N/A
91,AQUARIST 1,Merlin Entertainments,https://www.indeed.com/viewjob?jk=2666f105f8f16f96,"East Rutherford, NJ, US",NJ,$22,2026-01-21,N/A
92,Field Service Coordinator,Beckman Coulter Diagnostics,https://www.indeed.com/viewjob?jk=a845bb737a043003,"New York, NY, US",NY,$24,2026-01-21,N/A
93,"Imaging Sales Specialist - NYC, CT",Leica Microsystems,https://www.indeed.com/viewjob?jk=1c88325c18185861,"New York, NY, US",NY,"$85,000",2026-01-21,N/A
94,Senior Informatics Technical Specialist - East Coast - Weekly Overnight Travel,Beckman Coulter Diagnostics,https://www.indeed.com/viewjob?jk=63cafc59d9aa01a4,"New York, NY, US",NY,$36,2026-01-21,N/A
95,OFFICE MANAGER,ESFM,https://www.indeed.com/viewjob?jk=b60278b52dba229e,"New York, NY, US",NY,"$80,000",2026-01-21,N/A
96,USA - Consulting - Risk - Digital Risk - Staff,EY,https://www.indeed.com/viewjob?jk=a41c71cdcc70beaa,"New York, NY, US",NY,"$78,000",2026-01-21,N/A
97,Chart Retrieval Specialist - Brooklyn (NY) HYBRID,Datavant,https://www.indeed.com/viewjob?jk=32a5cc5d9576d0f1,"Brooklyn, NY, US",NY,$19,2026-01-21,N/A
98,"Director, Procurement - Biochemistries",Danaher,https://www.indeed.com/viewjob?jk=ec4ac198aef60710,"New York, NY, US",NY,$1,2026-01-21,N/A
99,"Commercial Marketing Manager, East Coast",Cytiva,https://www.indeed.com/viewjob?jk=2bbb8f78893ac930,"New York, NY, US",NY,"$100,000",2026-01-21,N/A
100,Documentation Solutions Architect - REMOTE,Beckman Coulter Life Sciences,https://www.indeed.com/viewjob?jk=68902ddebba8359e,"New York, NY, US",NY,"$100,000",2026-01-21,N/A
101,"Managing Director, Software Engineering",West Monroe,https://www.indeed.com/viewjob?jk=d3d60d82d683c60d,"New York, NY, US",NY,"$280,000",2026-01-21,N/A
102,Head of Stemline Quality Operations (Executive Director),Menarini,https://www.indeed.com/viewjob?jk=1469ec28293d71bb,"New York, NY, US",NY,"$291,947",2026-01-21,N/A
103,"Project Manager, Pharmaceutical Marketing",Bausch & Lomb,https://www.indeed.com/viewjob?jk=45f876e59fbf8de8,"Bridgewater, NJ, US",NJ,"$75,000",2026-01-21,N/A
104,Commercial Banker - Innovation Economy Portfolio Debt Solutions - Vice President,JPMorganChase,https://www.indeed.com/viewjob?jk=7768709e0e0d4888,"New York, NY, US",NY,N/A,2026-01-21,N/A
105,Staff Software Engineer,Datavant,https://www.indeed.com/viewjob?jk=aff9701a14a5984c,"New York, NY, US",NY,N/A,2026-01-21,N/A
106,Senior Software Engineer,Datavant,https://www.indeed.com/viewjob?jk=4efb51fa598fd439,"New York, NY, US",NY,N/A,2026-01-21,N/A
107,Senior Clinical Project Manager (Remote),Everest Clinical Research,https://www.indeed.com/viewjob?jk=d0bd745d6c7782b0,"Bridgewater, NJ, US",NJ,N/A,2026-01-21,N/A
108,Clinical Trial Associate,Menarini,https://www.indeed.com/viewjob?jk=b2c2d2b7160faf53,"New York, NY, US",NY,"$115,000",2026-01-21,N/A
109,Global Head of Project Delivery Operations,サイネオス・ヘルス,https://www.indeed.com/viewjob?jk=9fa60edd8ed7905a,"New York, NY, US",NY,"$204,600",2026-01-21,N/A
110,Health Information Specialist I,Datavant,https://www.indeed.com/viewjob?jk=b63162a04d740a20,"Jersey City, NJ, US",NJ,N/A,2026-01-21,N/A
111,"Director of Product Management, Medical Affairs",Salesforce,https://www.indeed.com/viewjob?jk=20fa193e79c75c96,"New York, NY, US",NY,"$216,300",2026-01-21,N/A
112,"Associate Director, R&D Data Science & Digital Health – Hematology/Oncology",Johnson & Johnson,https://www.indeed.com/viewjob?jk=17c1994516d387e2,"Spring House, PA, US",PA,"$137,000",2026-01-21,N/A
113,HPLC Biochemistry Team Lead,Eurofins,https://www.indeed.com/viewjob?jk=644733897d54924d,"Cambridge, MA, US",MA,$34,2026-01-21,N/A
114,Analytical Laboratory Associate II,Eurofins,https://www.indeed.com/viewjob?jk=12e4f01c0cc0bbc4,"Andover, MA, US",MA,$26,2026-01-21,N/A
115,Protein Purification Analytical Scientist,Eurofins,https://www.indeed.com/viewjob?jk=e98b69e21f418af7,"Andover, MA, US",MA,$27,2026-01-21,N/A
116,"Distinguished Scientist, Translational Safety",Johnson & Johnson,https://www.indeed.com/viewjob?jk=3ac3fe7d0b9eba76,"Spring House, PA, US",PA,"$164,000",2026-01-21,N/A
117,"Principal Scientist, Omics - R&D Data Science & Digital Health – Neuroscience",Johnson & Johnson,https://www.indeed.com/viewjob?jk=db6754c71b6ee719,"Spring House, PA, US",PA,"$117,000",2026-01-21,N/A
118,Oncology G.A.P Scholar,Johnson & Johnson,https://www.indeed.com/viewjob?jk=0a33e02120b9ff48,"Spring House, PA, US",PA,N/A,2026-01-21,2026-09-01
119,"Associate Scientist II, Precision Medicine Immunology",AbbVie,https://www.indeed.com/viewjob?jk=336f0f2f74ddc686,"Waltham, MA, US",MA,"$106,870",2026-01-21,N/A
120,"Postdoctoral researcher Omics, R&D Data Science & Digital Health",Johnson & Johnson,https://www.indeed.com/viewjob?jk=6dbd6faec5d23085,"Cambridge, MA, US",MA,"$79,000",2026-01-21,N/A
121,Technical Scientist,Cytiva,https://www.indeed.com/viewjob?jk=189ff8770aae2bc1,"Marlborough, MA, US",MA,"$110,000",2026-01-21,N/A
122,Applications Scientist,Schrödinger,https://www.indeed.com/viewjob?jk=f60814b838999dfa,"Cambridge, MA, US",MA,"$120,000",2026-01-21,N/A
123,ELISA & Cell Culture Scientist,Eurofins,https://www.indeed.com/viewjob?jk=a5d2697994de812e,"Lexington, MA, US",MA,$31,2026-01-21,N/A
124,"National Director, Life Sciences",Leica Biosystems,https://www.indeed.com/viewjob?jk=4d7f38c20d56054f,"New York, NY, US",NY,"$200,000",2026-01-21,N/A
125,Field Application Scientist Chromatics,GeneData,https://www.indeed.com/viewjob?jk=43c9bb508990dba3,"Lexington, MA, US",MA,"$80,000",2026-01-21,N/A
126,"Associate Director, Clinical Trials",BioNTech,https://www.indeed.com/viewjob?jk=cd2b82dd6f0d4b61,"Cambridge, MA, US",MA,"$146,300",2026-01-21,N/A
127,"(Senior) Manager, Biomarker Operations",BioNTech,https://www.indeed.com/viewjob?jk=9336583a3610539c,"Cambridge, MA, US",MA,"$113,600",2026-01-21,N/A
128,"Senior Manager, Trial Master File",BioNTech,https://www.indeed.com/viewjob?jk=4eeaf202d2ffa252,"Cambridge, MA, US",MA,"$130,800",2026-01-21,N/A
129,Associate Biomedical Engineer,United Therapeutics,https://www.indeed.com/viewjob?jk=80aff025559beb6f,"Medford, MA, US",MA,"$64,000",2026-01-21,N/A
130,NMR Utility,ATS Automation Tooling Systems Inc.,https://www.indeed.com/viewjob?jk=8abf513d78ab5049,"Vineland, NJ, US",NJ,$2,2026-01-21,N/A
131,Production Grinder,ATS Automation Tooling Systems Inc.,https://www.indeed.com/viewjob?jk=031553cc7716dc18,"Vineland, NJ, US",NJ,$2,2026-01-21,N/A
132,GMP Cleaning Associate II,Gsk,https://gsk.wd5.myworkdayjobs.com/GSKCareers/job/USA---Pennsylvania---King-of-Prussia/GMP-Cleaning-Associate-II_433921,USA - Pennsylvania - King of Prussia,PA,N/A,2026-01-20,N/A
133,"Scientist, Drug Product Development",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/New-Brunswick---NJ---US/Scientist--Drug-Product-Development_R1598446,New Brunswick - NJ - US,NJ,N/A,2026-01-20,N/A
134,Director- US ELIQUIS HCP Marketing,Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Princeton---NJ---US/Director--US-ELIQUIS-HCP-Marketing_R1598341-1,Princeton - NJ - US,NJ,N/A,2026-01-20,N/A
135,"Associate, Equipment Commissioning & Qualification (ECQ) Delivery",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Summit-West---NJ---US/Associate--Equipment-Commissioning---Qualification--ECQ--Delivery_R1596703,Summit West - NJ - US,NJ,N/A,2026-01-20,N/A
136,"Manager, Global Trade Operations, Cell Therapy in Devens, MA",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Devens---MA---US/Manager--Global-Trade-Operations--Cell-Therapy-in-Devens--MA_R1596583,Devens - MA - US,MA,N/A,2026-01-20,N/A
137,"Senior Scientist, Protein Analytics",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Cambridge-Crossing---MA---US/Senior-Scientist--Protein-Analytics_R1598433,Cambridge Crossing - MA - US,MA,N/A,2026-01-20,N/A
138,"Associate, QC Microbiology, Cell Therapy",Bms,https://bristolmyerssquibb.wd5.myworkdayjobs.com/BMS/job/Devens---MA---US/Associate--QC-Microbiology--Cell-Therapy_R1598185,Devens - MA - US,MA,N/A,2026-01-20,N/A
